연월,보험사,상품카테고리,연령대,성별,가입건수,청구건수,경과보험료_원,청구금액_원,손해율(%)
2025-04,삼산라이프,종신,40대,여성,1225,159,62538700,17465396,27.9
2025-04,삼산라이프,종신,50대,남성,777,89,29059800,11329903,39.0
2025-04,삼산라이프,종신,50대,여성,3128,346,227092800,115078805,50.7
2025-04,삼산라이프,종신,60대이상,남성,931,127,43917132,10641473,24.2
2025-04,삼산라이프,종신,60대이상,여성,2345,178,67786915,21405799,31.6
2025-05,삼산라이프,종신,20대,남성,2907,624,96803100,55199996,57.0
2025-05,삼산라이프,종신,20대,여성,2821,196,143524017,58956429,41.1
2025-05,삼산라이프,종신,30대,남성,1415,162,64716440,25841348,39.9
2025-05,삼산라이프,종신,30대,여성,2706,251,144273096,55986870,38.8
2025-05,삼산라이프,종신,40대,남성,4477,818,324783965,200677698,61.8
2025-05,삼산라이프,종신,40대,여성,3208,312,104789320,39174790,37.4
2025-05,삼산라이프,종신,50대,남성,3255,350,148818600,50078596,33.7
2025-05,삼산라이프,종신,50대,여성,2646,528,86368086,49993542,57.9
2025-05,삼산라이프,종신,60대이상,남성,2820,249,182095860,71339994,39.2
2025-05,삼산라이프,종신,60대이상,여성,805,42,71366470,42659228,59.8
2025-06,삼산라이프,종신,20대,남성,3198,276,162132204,69891108,43.1
2025-06,삼산라이프,종신,20대,여성,4476,672,322737504,105806133,32.8
2025-06,삼산라이프,종신,30대,남성,1023,164,42728664,47388278,110.9
2025-06,삼산라이프,종신,30대,여성,1836,127,67087440,15259671,22.7
2025-06,삼산라이프,종신,40대,남성,2311,317,155789132,81085284,52.0
2025-06,삼산라이프,종신,40대,여성,1003,213,44635506,14672822,32.9
2025-06,삼산라이프,종신,50대,남성,1408,164,121700480,41649361,34.2
2025-06,삼산라이프,종신,50대,여성,2763,419,152724825,73794275,48.3
2025-06,삼산라이프,종신,60대이상,남성,1867,104,56211636,27627589,49.1
2025-06,삼산라이프,종신,60대이상,여성,2803,277,195310237,57381437,29.4
2025-07,삼산라이프,종신,20대,남성,3878,444,294305298,164588474,55.9
2025-07,삼산라이프,종신,20대,여성,4487,302,264925941,118021738,44.5
2025-07,삼산라이프,종신,30대,남성,1041,140,53691657,31958745,59.5
2025-07,삼산라이프,종신,30대,여성,4108,398,185808948,60857945,32.8
2025-07,삼산라이프,종신,40대,남성,804,114,54647880,25639359,46.9
2025-07,삼산라이프,종신,40대,여성,1893,314,117146412,54162691,46.2
2025-07,삼산라이프,종신,50대,남성,4077,267,335687949,79314173,23.6
2025-07,삼산라이프,종신,50대,여성,4097,460,300682927,124894068,41.5
2025-07,삼산라이프,종신,60대이상,남성,3165,578,100488750,56927198,56.7
2025-07,삼산라이프,종신,60대이상,여성,1795,367,48019840,26000916,54.1
2025-08,삼산라이프,종신,20대,남성,4448,297,342149056,103904189,30.4
2025-08,삼산라이프,종신,20대,여성,4417,293,259489916,71011702,27.4
2025-08,삼산라이프,종신,30대,남성,2820,369,89915700,46069182,51.2
2025-08,삼산라이프,종신,30대,여성,2532,318,126174624,71192736,56.4
2025-08,삼산라이프,종신,40대,남성,3410,358,251388610,141736345,56.4
2025-08,삼산라이프,종신,40대,여성,3611,618,240774258,100823066,41.9
2025-08,삼산라이프,종신,50대,남성,3568,699,99761280,53658737,53.8
2025-08,삼산라이프,종신,50대,여성,1619,244,62103221,16387358,26.4
2025-08,삼산라이프,종신,60대이상,남성,3700,310,179046700,93572837,52.3
2025-08,삼산라이프,종신,60대이상,여성,3914,561,195242062,82764332,42.4
2025-09,삼산라이프,종신,20대,남성,1041,132,26927547,14762480,54.8
2025-09,삼산라이프,종신,20대,여성,3813,430,153843111,37964413,24.7
2025-09,삼산라이프,종신,30대,남성,2572,318,103749336,57404344,55.3
2025-09,삼산라이프,종신,30대,여성,793,134,37190114,13972722,37.6
2025-09,삼산라이프,종신,40대,남성,3771,673,228054996,112395354,49.3
2025-09,삼산라이프,종신,40대,여성,3657,708,149278740,48522576,32.5
2025-09,삼산라이프,종신,50대,남성,2194,234,106577938,25284656,23.7
2025-09,삼산라이프,종신,50대,여성,4413,323,187817280,90555286,48.2
2025-09,삼산라이프,종신,60대이상,남성,1512,284,55829088,28847117,51.7
2025-09,삼산라이프,종신,60대이상,여성,4355,875,338488020,165736901,49.0
2025-10,삼산라이프,종신,20대,남성,1995,184,81312210,48371618,59.5
2025-10,삼산라이프,종신,20대,여성,1736,120,132927256,71673501,53.9
2025-10,삼산라이프,종신,30대,남성,3313,657,263834068,75237413,28.5
2025-10,삼산라이프,종신,30대,여성,1223,209,72049376,16503993,22.9
2025-10,삼산라이프,종신,40대,남성,4278,331,287092302,76093430,26.5
2025-10,삼산라이프,종신,40대,여성,3016,361,106633696,27776793,26.0
2025-10,삼산라이프,종신,50대,남성,2315,483,151250525,48497067,32.1
2025-10,삼산라이프,종신,50대,여성,4171,785,278706220,69062438,24.8
2025-10,삼산라이프,종신,60대이상,남성,2738,432,109588450,37917848,34.6
2025-10,삼산라이프,종신,60대이상,여성,1221,211,67391874,39709478,58.9
2025-11,삼산라이프,종신,20대,남성,4366,480,150098714,53455326,35.6
2025-11,삼산라이프,종신,20대,여성,3009,390,91311114,27934180,30.6
2025-11,삼산라이프,종신,30대,남성,878,151,25543654,23816916,93.2
2025-11,삼산라이프,종신,30대,여성,1400,266,102842600,38727529,37.7
2025-11,삼산라이프,종신,40대,남성,2021,142,70041797,39113915,55.8
2025-11,삼산라이프,종신,40대,여성,3762,189,126350532,73942881,58.5
2025-11,삼산라이프,종신,50대,남성,1925,197,166038950,38888115,23.4
2025-11,삼산라이프,종신,50대,여성,690,69,41551110,9590839,23.1
2025-11,삼산라이프,종신,60대이상,남성,4043,349,294099949,134864368,45.9
2025-11,삼산라이프,종신,60대이상,여성,3469,608,308907512,128371940,41.6
2025-12,삼산라이프,종신,20대,남성,3576,785,228567192,126667518,55.4
2025-12,삼산라이프,종신,20대,여성,4384,290,369601888,86385352,23.4
2025-12,삼산라이프,종신,30대,남성,3139,578,187423412,91674028,48.9
2025-12,삼산라이프,종신,30대,여성,909,113,41082255,22984017,55.9
2025-12,삼산라이프,종신,40대,남성,3918,708,247637190,137787355,55.6
2025-12,삼산라이프,종신,40대,여성,3308,620,205277940,116341838,56.7
2025-12,삼산라이프,종신,50대,남성,3860,717,193521100,48165982,24.9
2025-12,삼산라이프,종신,50대,여성,749,60,40571832,20060740,49.4
2025-12,삼산라이프,종신,60대이상,남성,3943,740,186208175,109561335,58.8
2025-12,삼산라이프,종신,60대이상,여성,1085,120,63585340,31983717,50.3
2023-07,삼산라이프,연금,20대,남성,1278,219,36238968,9524671,26.3
2023-07,삼산라이프,연금,20대,여성,4036,361,297655000,136683770,45.9
2023-07,삼산라이프,연금,30대,남성,1291,94,32531909,9300013,28.6
2023-07,삼산라이프,연금,30대,여성,1439,297,77952069,9107103,11.7
2023-07,삼산라이프,연금,40대,남성,1658,205,130506154,19186237,14.7
2023-07,삼산라이프,연금,40대,여성,4337,482,302176138,95031969,31.4
2023-07,삼산라이프,연금,50대,남성,928,113,74570368,29311180,39.3
2023-07,삼산라이프,연금,50대,여성,458,28,33374460,12950841,38.8
2023-07,삼산라이프,연금,60대이상,남성,2024,442,169226640,69778931,41.2
2023-07,삼산라이프,연금,60대이상,여성,2414,413,64345170,13312658,20.7
2023-08,삼산라이프,연금,20대,남성,4455,660,228278655,80752854,35.4
2023-08,삼산라이프,연금,20대,여성,4191,311,279158319,122721697,44.0
2023-08,삼산라이프,연금,30대,남성,698,99,31835082,12868530,40.4
2023-08,삼산라이프,연금,30대,여성,1038,170,82706802,39085401,47.3
2023-08,삼산라이프,연금,40대,남성,2245,237,67695730,24102247,35.6
2023-08,삼산라이프,연금,40대,여성,587,122,28090298,8087957,28.8
2023-08,삼산라이프,연금,50대,남성,1608,299,134108808,58296845,43.5
2023-08,삼산라이프,연금,50대,여성,2957,649,264793436,44097589,16.7
2023-08,삼산라이프,연금,60대이상,남성,544,40,41514272,11687976,28.2
2023-08,삼산라이프,연금,60대이상,여성,1696,105,96950144,33582301,34.6
2023-09,삼산라이프,연금,20대,남성,2656,343,111544032,34500418,30.9
2023-09,삼산라이프,연금,20대,여성,2496,243,178421568,37730138,21.1
2023-09,삼산라이프,연금,30대,남성,543,112,33798492,12601261,37.3
2023-09,삼산라이프,연금,30대,여성,3348,430,279705312,138727286,49.6
2023-09,삼산라이프,연금,40대,남성,3080,286,205731680,50910321,24.7
2023-09,삼산라이프,연금,40대,여성,1709,279,73232359,33855445,46.2
2023-09,삼산라이프,연금,50대,남성,4070,400,253874390,30403678,12.0
2023-09,삼산라이프,연금,50대,여성,499,107,34928503,12860736,36.8
2023-09,삼산라이프,연금,60대이상,남성,3645,505,217741365,90432774,41.5
2023-09,삼산라이프,연금,60대이상,여성,2695,184,151957575,69265415,45.6
2023-10,삼산라이프,연금,20대,남성,1459,79,110891295,21484082,19.4
2023-10,삼산라이프,연금,20대,여성,1631,210,106657614,47925562,44.9
2023-10,삼산라이프,연금,30대,남성,3573,534,170532144,29864055,17.5
2023-10,삼산라이프,연금,30대,여성,3603,476,150237894,17207038,11.5
2023-10,삼산라이프,연금,40대,남성,2783,413,102870812,50895365,49.5
2023-10,삼산라이프,연금,40대,여성,1949,302,108968590,30354248,27.9
2023-10,삼산라이프,연금,50대,남성,2410,152,188028200,55302633,29.4
2023-10,삼산라이프,연금,50대,여성,865,175,37337725,8099215,21.7
2023-10,삼산라이프,연금,60대이상,남성,793,141,60926983,23273111,38.2
2023-10,삼산라이프,연금,60대이상,여성,1576,226,114367168,16280980,14.2
2023-11,삼산라이프,연금,20대,남성,2365,494,110776600,38474796,34.7
2023-11,삼산라이프,연금,20대,여성,2357,191,124119620,31102155,25.1
2023-11,삼산라이프,연금,30대,남성,827,181,32399379,7306340,22.6
2023-11,삼산라이프,연금,30대,여성,3379,187,105566718,50342630,47.7
2023-11,삼산라이프,연금,40대,남성,503,83,28691120,8367392,29.2
2023-11,삼산라이프,연금,40대,여성,4001,756,117721423,18937404,16.1
2023-11,삼산라이프,연금,50대,남성,3002,434,178772102,81945505,45.8
2023-11,삼산라이프,연금,50대,여성,3404,227,262955596,126184208,48.0
2023-11,삼산라이프,연금,60대이상,남성,2999,448,98127280,24754142,25.2
2023-11,삼산라이프,연금,60대이상,여성,2673,203,212377869,86117529,40.5
2023-12,삼산라이프,연금,20대,남성,2837,227,185193686,26324909,14.2
2023-12,삼산라이프,연금,20대,여성,4432,731,145232208,49106244,33.8
2023-12,삼산라이프,연금,30대,남성,2666,148,205620582,54228363,26.4
2023-12,삼산라이프,연금,30대,여성,1242,135,60076782,8265866,13.8
2023-12,삼산라이프,연금,40대,남성,417,38,26721360,13017352,48.7
2023-12,삼산라이프,연금,40대,여성,2347,416,207383267,93249673,45.0
2023-12,삼산라이프,연금,50대,남성,2917,568,121169263,45987688,38.0
2023-12,삼산라이프,연금,50대,여성,3330,539,133902630,46816592,35.0
2023-12,삼산라이프,연금,60대이상,남성,1014,182,69398160,30502924,44.0
2023-12,삼산라이프,연금,60대이상,여성,2208,478,135529248,47331923,34.9
2024-01,삼산라이프,연금,20대,남성,811,108,56431813,16062006,28.5
2024-01,삼산라이프,연금,20대,여성,3097,525,250516330,93289948,37.2
2024-01,삼산라이프,연금,30대,남성,4051,881,293972968,30809364,10.5
2024-01,삼산라이프,연금,30대,여성,696,144,57006576,22429491,39.3
2024-01,삼산라이프,연금,40대,남성,1526,92,134817522,64587418,47.9
2024-01,삼산라이프,연금,40대,여성,2191,331,184962029,85801168,46.4
2024-01,삼산라이프,연금,50대,남성,3657,668,206507133,41615876,20.2
2024-01,삼산라이프,연금,50대,여성,2369,410,145463707,34181946,23.5
2024-01,삼산라이프,연금,60대이상,남성,2402,375,117311278,23120966,19.7
2024-01,삼산라이프,연금,60대이상,여성,3307,664,158312704,33151565,20.9
2024-02,삼산라이프,연금,20대,남성,1236,180,81540156,37003182,45.4
2024-02,삼산라이프,연금,20대,여성,4433,395,353957318,172664368,48.8
2024-02,삼산라이프,연금,30대,남성,4126,294,332188386,112700392,33.9
2024-02,삼산라이프,연금,30대,여성,3121,158,201257685,93963200,46.7
2024-02,삼산라이프,연금,40대,남성,3829,657,157869670,47036649,29.8
2024-02,삼산라이프,연금,40대,여성,3794,299,157257506,75852844,48.2
2024-02,삼산라이프,연금,50대,남성,690,138,40965990,10649391,26.0
2024-02,삼산라이프,연금,50대,여성,1084,147,84637636,30322991,35.8
2024-02,삼산라이프,연금,60대이상,남성,2501,348,141469065,63729052,45.0
2024-02,삼산라이프,연금,60대이상,여성,1972,252,53385984,7637851,14.3
2024-03,삼산라이프,연금,20대,남성,490,41,32604600,11750555,36.0
2024-03,삼산라이프,연금,20대,여성,777,113,60541509,14657686,24.2
2024-03,삼산라이프,연금,30대,남성,3616,652,270762464,43759928,16.2
2024-03,삼산라이프,연금,30대,여성,2964,309,194180532,41280509,21.3
2024-03,삼산라이프,연금,40대,남성,570,94,22697400,8776943,38.7
2024-03,삼산라이프,연금,40대,여성,2514,205,163970622,52706895,32.1
2024-03,삼산라이프,연금,50대,남성,3439,709,135792354,67196092,49.5
2024-03,삼산라이프,연금,50대,여성,2075,368,121555575,25212553,20.7
2024-03,삼산라이프,연금,60대이상,남성,3160,540,108343760,23398811,21.6
2024-03,삼산라이프,연금,60대이상,여성,1180,154,99163660,40201653,40.5
2024-04,삼산라이프,연금,20대,남성,1813,101,90854869,16579739,18.2
2024-04,삼산라이프,연금,20대,여성,2491,343,201783455,37172456,18.4
2024-04,삼산라이프,연금,30대,남성,4494,706,151946634,73524072,48.4
2024-04,삼산라이프,연금,30대,여성,4240,718,126547040,33432254,26.4
2024-04,삼산라이프,연금,40대,남성,1150,158,99141500,31424830,31.7
2024-04,삼산라이프,연금,40대,여성,1908,303,78403536,8209918,10.5
2024-04,삼산라이프,연금,50대,남성,2292,373,100492740,28704488,28.6
2024-04,삼산라이프,연금,50대,여성,3904,552,283941824,77911344,27.4
2024-04,삼산라이프,연금,60대이상,남성,2973,375,217745493,45646275,21.0
2024-04,삼산라이프,연금,60대이상,여성,540,116,21793320,5447467,25.0
2024-05,삼산라이프,연금,20대,남성,3941,469,129201744,55097663,42.6
2024-05,삼산라이프,연금,20대,여성,2580,379,125168700,20106822,16.1
2024-05,삼산라이프,연금,30대,남성,3030,229,142091850,26472272,18.6
2024-05,삼산라이프,연금,30대,여성,2566,422,89548268,19565178,21.8
2024-05,삼산라이프,연금,40대,남성,4171,547,215006708,85146658,39.6
2024-05,삼산라이프,연금,40대,여성,4292,625,189182776,52073383,27.5
2024-05,삼산라이프,연금,50대,남성,2922,399,191633526,68828232,35.9
2024-05,삼산라이프,연금,50대,여성,3477,229,254126976,112384273,44.2
2024-05,삼산라이프,연금,60대이상,남성,1999,108,162660629,31913075,19.6
2024-05,삼산라이프,연금,60대이상,여성,3437,397,104357631,35281677,33.8
2024-06,삼산라이프,연금,20대,남성,3492,229,150250284,65086813,43.3
2024-06,삼산라이프,연금,20대,여성,577,42,20750074,7021264,33.8
2024-06,삼산라이프,연금,30대,남성,1199,260,52880696,14643773,27.7
2024-06,삼산라이프,연금,30대,여성,4033,269,239983665,112730813,47.0
2024-06,삼산라이프,연금,40대,남성,1647,263,116701479,45432118,38.9
2024-06,삼산라이프,연금,40대,여성,3068,563,111300904,29647846,26.6
2024-06,삼산라이프,연금,50대,남성,4190,303,182218910,82861643,45.5
2024-06,삼산라이프,연금,50대,여성,3536,565,255589152,35844881,14.0
2024-06,삼산라이프,연금,60대이상,남성,3522,372,212774586,78492196,36.9
2024-06,삼산라이프,연금,60대이상,여성,2487,342,93595758,20926097,22.4
2024-07,삼산라이프,연금,20대,남성,3493,224,221288536,88628471,40.1
2024-07,삼산라이프,연금,20대,여성,3205,572,194271075,52999776,27.3
2024-07,삼산라이프,연금,30대,남성,4169,223,205515024,24360599,11.9
2024-07,삼산라이프,연금,30대,여성,2744,503,136516744,47124976,34.5
2024-07,삼산라이프,연금,40대,남성,4490,812,157042240,69566697,44.3
2024-07,삼산라이프,연금,40대,여성,3442,377,92744690,10734714,11.6
2024-07,삼산라이프,연금,50대,남성,3691,496,93603760,25202562,26.9
2024-07,삼산라이프,연금,50대,여성,3585,565,193170555,82183364,42.5
2024-07,삼산라이프,연금,60대이상,남성,499,84,23417072,5172067,22.1
2024-07,삼산라이프,연금,60대이상,여성,3134,523,272291322,69576281,25.6
2024-08,삼산라이프,연금,20대,남성,1670,134,50497460,22752961,45.1
2024-08,삼산라이프,연금,20대,여성,3829,225,261693005,120199728,45.9
2024-08,삼산라이프,연금,30대,남성,3319,466,211324049,71536037,33.9
2024-08,삼산라이프,연금,30대,여성,3678,226,248143626,52100895,21.0
2024-08,삼산라이프,연금,40대,남성,3630,472,168130710,60008842,35.7
2024-08,삼산라이프,연금,40대,여성,1803,390,74435052,14535220,19.5
2024-08,삼산라이프,연금,50대,남성,2227,343,120001895,58571248,48.8
2024-08,삼산라이프,연금,50대,여성,3784,731,99171072,47931856,48.3
2024-08,삼산라이프,연금,60대이상,남성,3134,511,171473676,25625193,14.9
2024-08,삼산라이프,연금,60대이상,여성,4001,645,248682155,54074935,21.7
2024-09,삼산라이프,연금,20대,남성,1228,107,79078288,8772285,11.1
2024-09,삼산라이프,연금,20대,여성,409,28,21970253,2489698,11.3
2024-09,삼산라이프,연금,30대,남성,2572,223,152519600,17215203,11.3
2024-09,삼산라이프,연금,30대,여성,3764,423,203466784,88723725,43.6
2024-09,삼산라이프,연금,40대,남성,3109,372,119659192,34488971,28.8
2024-09,삼산라이프,연금,40대,여성,1335,278,62855805,15719188,25.0
2024-09,삼산라이프,연금,50대,남성,3908,244,189526276,66940749,35.3
2024-09,삼산라이프,연금,50대,여성,1510,206,106477650,28340417,26.6
2024-09,삼산라이프,연금,60대이상,남성,3965,515,243074325,85220931,35.1
2024-09,삼산라이프,연금,60대이상,여성,3677,214,245175006,41612623,17.0
2024-10,삼산라이프,연금,20대,남성,3655,652,229457245,61002599,26.6
2024-10,삼산라이프,연금,20대,여성,3136,490,148006656,22142302,15.0
2024-10,삼산라이프,연금,30대,남성,3669,254,237655806,73481196,30.9
2024-10,삼산라이프,연금,30대,여성,3465,508,211548645,91777351,43.4
2024-10,삼산라이프,연금,40대,남성,4317,596,278278137,136036523,48.9
2024-10,삼산라이프,연금,40대,여성,2318,287,120090944,47692485,39.7
2024-10,삼산라이프,연금,50대,남성,1316,284,109599112,49960623,45.6
2024-10,삼산라이프,연금,50대,여성,750,98,65307750,8569277,13.1
2024-10,삼산라이프,연금,60대이상,남성,1044,204,76533552,35339641,46.2
2024-10,삼산라이프,연금,60대이상,여성,578,101,49732276,18593168,37.4
2024-11,삼산라이프,연금,20대,남성,668,81,24241052,10694792,44.1
2024-11,삼산라이프,연금,20대,여성,4446,692,326527578,32851079,10.1
2024-11,삼산라이프,연금,30대,남성,2195,414,86316180,31216465,36.2
2024-11,삼산라이프,연금,30대,여성,643,50,57461695,15669336,27.3
2024-11,삼산라이프,연금,40대,남성,3620,632,164127180,71390937,43.5
2024-11,삼산라이프,연금,40대,여성,3135,498,183993150,60870342,33.1
2024-11,삼산라이프,연금,50대,남성,2115,356,158631345,52152843,32.9
2024-11,삼산라이프,연금,50대,여성,613,48,50977693,16189105,31.8
2024-11,삼산라이프,연금,60대이상,남성,4008,281,303938664,110680835,36.4
2024-11,삼산라이프,연금,60대이상,여성,4068,450,170766504,29974476,17.6
2024-12,삼산라이프,연금,20대,남성,2162,113,178520664,56545582,31.7
2024-12,삼산라이프,연금,20대,여성,2554,501,115954154,33996773,29.3
2024-12,삼산라이프,연금,30대,남성,1347,71,101699847,21527793,21.2
2024-12,삼산라이프,연금,30대,여성,2358,427,185930658,40527384,21.8
2024-12,삼산라이프,연금,40대,남성,2635,312,222243805,58274966,26.2
2024-12,삼산라이프,연금,40대,여성,1739,189,138605256,58315584,42.1
2024-12,삼산라이프,연금,50대,남성,1495,163,43957485,16977032,38.6
2024-12,삼산라이프,연금,50대,여성,3904,782,240205312,56974493,23.7
2024-12,삼산라이프,연금,60대이상,남성,838,57,24581892,11947867,48.6
2024-12,삼산라이프,연금,60대이상,여성,3471,555,149173167,70495832,47.3
2025-01,삼산라이프,연금,20대,남성,793,121,52544180,14099309,26.8
2025-01,삼산라이프,연금,20대,여성,3851,313,164202789,66095332,40.3
2025-01,삼산라이프,연금,30대,남성,3446,402,139528540,62017895,44.4
2025-01,삼산라이프,연금,30대,여성,2909,181,250662712,97381304,38.8
2025-01,삼산라이프,연금,40대,남성,454,90,30640914,4796560,15.7
2025-01,삼산라이프,연금,40대,여성,2091,171,77638830,25731329,33.1
2025-01,삼산라이프,연금,50대,남성,3554,513,260724994,104366919,40.0
2025-01,삼산라이프,연금,50대,여성,3999,409,303380136,44971229,14.8
2025-01,삼산라이프,연금,60대이상,남성,4297,576,362795710,141508317,39.0
2025-01,삼산라이프,연금,60대이상,여성,1882,368,118761728,40631007,34.2
2025-02,삼산라이프,연금,20대,남성,3548,679,184960788,29241368,15.8
2025-02,삼산라이프,연금,20대,여성,1504,138,38905472,6598069,17.0
2025-02,삼산라이프,연금,30대,남성,781,92,55953964,6106033,10.9
2025-02,삼산라이프,연금,30대,여성,1962,349,79672896,35914546,45.1
2025-02,삼산라이프,연금,40대,남성,2070,147,81568350,11978580,14.7
2025-02,삼산라이프,연금,40대,여성,2214,281,116706582,11858913,10.2
2025-02,삼산라이프,연금,50대,남성,782,106,52508954,13547486,25.8
2025-02,삼산라이프,연금,50대,여성,2277,123,86988231,39932629,45.9
2025-02,삼산라이프,연금,60대이상,남성,3025,248,170283300,72898278,42.8
2025-02,삼산라이프,연금,60대이상,여성,2194,179,173290896,62182085,35.9
2025-03,삼산라이프,연금,20대,남성,4307,266,297312210,121380908,40.8
2025-03,삼산라이프,연금,20대,여성,4198,529,377643684,71715141,19.0
2025-03,삼산라이프,연금,30대,남성,2125,315,100977875,18052004,17.9
2025-03,삼산라이프,연금,30대,여성,4163,305,113566640,19255108,17.0
2025-03,삼산라이프,연금,40대,남성,2527,372,197161594,61445988,31.2
2025-03,삼산라이프,연금,40대,여성,1826,271,137601882,17848380,13.0
2025-03,삼산라이프,연금,50대,남성,4151,355,120960140,26709449,22.1
2025-03,삼산라이프,연금,50대,여성,2004,397,180291864,72380289,40.1
2025-03,삼산라이프,연금,60대이상,남성,856,145,40343280,32645056,80.9
2025-03,삼산라이프,연금,60대이상,여성,3546,253,93692412,20516040,21.9
2025-04,삼산라이프,연금,20대,남성,1179,214,51030657,7584704,14.9
2025-04,삼산라이프,연금,20대,여성,699,83,32680347,4320228,13.2
2025-04,삼산라이프,연금,30대,남성,3623,590,279557926,212424296,76.0
2025-04,삼산라이프,연금,30대,여성,2285,324,138050560,16260900,11.8
2025-04,삼산라이프,연금,40대,남성,2776,606,108272328,26035222,24.0
2025-04,삼산라이프,연금,40대,여성,1793,176,88633369,28168198,31.8
2025-04,삼산라이프,연금,50대,남성,2283,222,150006798,58929370,39.3
2025-04,삼산라이프,연금,50대,여성,1017,220,46673181,18449014,39.5
2025-04,삼산라이프,연금,60대이상,남성,3829,657,212589909,83387830,39.2
2025-04,삼산라이프,연금,60대이상,여성,3019,481,251099287,57739826,23.0
2025-05,삼산라이프,연금,20대,남성,1069,162,61172456,26806204,43.8
2025-05,삼산라이프,연금,20대,여성,720,37,40498560,17514943,43.2
2025-05,삼산라이프,연금,30대,남성,2228,217,190275656,47426530,24.9
2025-05,삼산라이프,연금,30대,여성,2906,378,104418392,32378707,31.0
2025-05,삼산라이프,연금,40대,남성,4323,456,386731257,117217844,30.3
2025-05,삼산라이프,연금,40대,여성,2163,442,142416246,62464390,43.9
2025-05,삼산라이프,연금,50대,남성,1360,237,73607280,26795584,36.4
2025-05,삼산라이프,연금,50대,여성,571,62,37078456,16587781,44.7
2025-05,삼산라이프,연금,60대이상,남성,1660,358,122074740,41781344,34.2
2025-05,삼산라이프,연금,60대이상,여성,2972,310,221229736,58270059,26.3
2025-06,삼산라이프,연금,20대,남성,1875,392,81178125,10797202,13.3
2025-06,삼산라이프,연금,20대,여성,561,44,30720360,14698758,47.8
2025-06,삼산라이프,연금,30대,남성,2485,238,92553825,21852350,23.6
2025-06,삼산라이프,연금,30대,여성,1270,81,45294550,13164173,29.1
2025-06,삼산라이프,연금,40대,남성,2022,223,104820480,26699252,25.5
2025-06,삼산라이프,연금,40대,여성,2205,255,56145915,8035763,14.3
2025-06,삼산라이프,연금,50대,남성,548,110,37662396,14467756,38.4
2025-06,삼산라이프,연금,50대,여성,988,110,52959764,13491453,25.5
2025-06,삼산라이프,연금,60대이상,남성,4290,918,242951280,101800773,41.9
2025-06,삼산라이프,연금,60대이상,여성,4409,913,135528251,137807856,101.7
2025-07,삼산라이프,연금,20대,남성,456,46,19344432,3819820,19.7
2025-07,삼산라이프,연금,20대,여성,4412,958,299601272,61202652,20.4
2025-07,삼산라이프,연금,30대,남성,2956,162,223674608,69923671,31.3
2025-07,삼산라이프,연금,30대,여성,1399,291,58848935,13675929,23.2
2025-07,삼산라이프,연금,40대,남성,2341,266,159567242,43001368,26.9
2025-07,삼산라이프,연금,40대,여성,426,88,23263434,11167623,48.0
2025-07,삼산라이프,연금,50대,남성,1926,347,50671134,16246792,32.1
2025-07,삼산라이프,연금,50대,여성,1250,260,57816250,24477160,42.3
2025-07,삼산라이프,연금,60대이상,남성,1890,292,90527220,13926379,15.4
2025-07,삼산라이프,연금,60대이상,여성,4133,809,339852457,153586524,45.2
2025-08,삼산라이프,연금,20대,남성,1159,137,76170639,9261574,12.2
2025-08,삼산라이프,연금,20대,여성,3117,245,256111422,91604633,35.8
2025-08,삼산라이프,연금,30대,남성,3624,609,279055248,139150645,49.9
2025-08,삼산라이프,연금,30대,여성,3881,676,293085358,81740495,27.9
2025-08,삼산라이프,연금,40대,남성,555,104,16554540,2469457,14.9
2025-08,삼산라이프,연금,40대,여성,2480,496,190816160,61808745,32.4
2025-08,삼산라이프,연금,50대,남성,695,151,27311415,6603988,24.2
2025-08,삼산라이프,연금,50대,여성,1284,141,103858908,44530699,42.9
2025-08,삼산라이프,연금,60대이상,남성,3787,492,173796791,17667196,10.2
2025-08,삼산라이프,연금,60대이상,여성,3818,784,277522784,96066380,34.6
2025-09,삼산라이프,연금,20대,남성,3221,215,90848305,32309619,35.6
2025-09,삼산라이프,연금,20대,여성,3654,771,315595980,87880148,27.8
2025-09,삼산라이프,연금,30대,남성,2589,180,166718655,26639462,16.0
2025-09,삼산라이프,연금,30대,여성,506,27,20791034,4489499,21.6
2025-09,삼산라이프,연금,40대,남성,3335,360,84182070,30302913,36.0
2025-09,삼산라이프,연금,40대,여성,3966,310,342162684,96320792,28.2
2025-09,삼산라이프,연금,50대,남성,2281,131,131180310,61978895,47.2
2025-09,삼산라이프,연금,50대,여성,3960,622,303209280,41766854,13.8
2025-09,삼산라이프,연금,60대이상,남성,3053,333,168372950,34482294,20.5
2025-09,삼산라이프,연금,60대이상,여성,3771,573,260025534,105096242,40.4
2025-10,삼산라이프,연금,20대,남성,1303,166,107591316,51990541,48.3
2025-10,삼산라이프,연금,20대,여성,2918,309,187749956,83750079,44.6
2025-10,삼산라이프,연금,30대,남성,2462,163,184152676,85156493,46.2
2025-10,삼산라이프,연금,30대,여성,3294,319,137639790,66979577,48.7
2025-10,삼산라이프,연금,40대,남성,1823,298,62408582,25675876,41.1
2025-10,삼산라이프,연금,40대,여성,502,100,42154446,19094548,45.3
2025-10,삼산라이프,연금,50대,남성,1953,299,51356088,16896710,32.9
2025-10,삼산라이프,연금,50대,여성,479,96,15575164,6049343,38.8
2025-10,삼산라이프,연금,60대이상,남성,2309,458,177100300,39410211,22.3
