customer_id,age,gender,occupation,family_structure,income_band,residence_region,driver_status,persona_cluster,child_count,homeowner_flag,priority_need_1,priority_need_2,needs_tags
C00709,73,남성,자영업,외벌이자녀2,300만원 이하,울산,비운전,자영업중장년,2,Y,재산보장,자녀상해,심혈관|입원비
C00710,74,남성,프리랜서,맞벌이자녀1,300-500만원,인천,비운전,사회초년생,1,N,뇌혈관,자차손해,자차손해|노후연금|해외여행
C00711,64,남성,사무직,1인가구,300-500만원,강원,자가운전,1인가구청년,0,Y,자차손해,치과,해외여행|치과
C00712,55,남성,사무직,편부모가정,300-500만원,대구,자가운전,맞벌이자녀가구,2,N,자동차배상,재산보장,어린이성장|입원비|재산보장
C00713,61,여성,주부,맞벌이자녀1,500-800만원,경기 북부,자가운전,맞벌이자녀가구,1,Y,입원비,암진단,치과|어린이성장|해외여행
C00714,23,남성,프리랜서,1인가구,1200만원 이상,대구,비운전,자영업중장년,0,N,수술비,사망보장,자동차배상|입원비|노후연금|자녀상해
C00715,60,여성,은퇴자,맞벌이자녀2,1200만원 이상,경기 북부,비운전,안정형시니어,2,N,노후연금,입원비,암진단|심혈관|뇌혈관
C00716,30,여성,교사,신혼부부,300-500만원,서울 강북,자가운전,사회초년생,0,N,심혈관,자차손해,해외여행|재산보장|수술비
C00717,68,여성,자영업,신혼부부,500-800만원,광주,자가운전,골드에이지,0,N,사망보장,입원비,뇌혈관|해외여행
C00718,64,남성,주부,맞벌이자녀1,800-1200만원,서울 강북,자가운전,골드에이지,1,N,재산보장,심혈관,재산보장|자동차배상
C00719,47,여성,은퇴자,맞벌이자녀1,800-1200만원,강원,비운전,1인가구청년,1,Y,해외여행,수술비,노후연금|심혈관
C00720,37,여성,주부,1인가구,500-800만원,광주,비운전,자영업중장년,0,N,자차손해,자동차배상,입원비|해외여행|어린이성장
C00721,68,여성,은퇴자,신혼부부,300-500만원,부산,자가운전,1인가구청년,0,Y,입원비,심혈관,사망보장|해외여행|암진단
C00722,29,남성,주부,맞벌이자녀2,500-800만원,강원,자가운전,자영업중장년,2,Y,자녀상해,자동차배상,치과|자동차배상|자차손해|뇌혈관
C00723,60,여성,학생,편부모가정,1200만원 이상,대구,자가운전,자영업중장년,2,N,해외여행,자차손해,치과|재산보장
C00724,31,남성,의료진,신혼부부,800-1200만원,경기 북부,비운전,자영업중장년,0,N,자차손해,입원비,어린이성장|심혈관|자녀상해|사망보장
C00725,40,남성,전문직,맞벌이자녀2,1200만원 이상,제주,자가운전,자영업중장년,2,Y,뇌혈관,노후연금,사망보장|치과
C00726,29,여성,교사,3세대가구,800-1200만원,제주,자가운전,1인가구청년,2,Y,치과,입원비,노후연금|심혈관
C00727,66,여성,전문직,맞벌이자녀2,300만원 이하,경기 북부,비운전,맞벌이자녀가구,2,N,재산보장,치과,수술비|어린이성장|자동차배상
C00728,27,남성,생산직,편부모가정,1200만원 이상,강원,자가운전,골드에이지,1,Y,해외여행,사망보장,사망보장|암진단|어린이성장
C00729,64,여성,IT개발자,신혼부부,500-800만원,대구,자가운전,사회초년생,0,Y,사망보장,노후연금,자녀상해|사망보장
C00730,42,여성,은퇴자,1인가구,500-800만원,대구,자가운전,맞벌이자녀가구,0,Y,사망보장,입원비,치과|해외여행
C00731,44,남성,학생,신혼부부,500-800만원,대구,자가운전,안정형시니어,0,N,치과,자차손해,자차손해|수술비|해외여행
C00732,73,남성,은퇴자,3세대가구,1200만원 이상,부산,자가운전,안정형시니어,1,Y,노후연금,어린이성장,자녀상해|사망보장|치과
C00733,71,여성,IT개발자,3세대가구,500-800만원,인천,비운전,골드에이지,3,N,암진단,심혈관,자녀상해|뇌혈관|입원비|수술비
C00734,47,여성,프리랜서,편부모가정,800-1200만원,경기 남부,자가운전,사회초년생,1,N,자녀상해,해외여행,입원비|사망보장|자동차배상|재산보장
C00735,74,남성,주부,맞벌이자녀2,500-800만원,광주,비운전,안정형시니어,2,N,사망보장,자녀상해,심혈관|치과|자차손해
C00736,23,여성,교사,신혼부부,300-500만원,울산,자가운전,사회초년생,0,Y,수술비,어린이성장,사망보장|입원비
C00737,38,여성,교사,3세대가구,1200만원 이상,울산,자가운전,안정형시니어,2,N,뇌혈관,암진단,뇌혈관|심혈관|노후연금
C00738,46,여성,학생,신혼부부,500-800만원,강원,비운전,사회초년생,0,N,치과,자차손해,뇌혈관|암진단|재산보장
C00739,38,여성,학생,편부모가정,1200만원 이상,서울 강남,비운전,맞벌이자녀가구,2,N,입원비,심혈관,수술비|재산보장|자차손해|뇌혈관
C00740,34,남성,주부,1인가구,500-800만원,경기 북부,자가운전,골드에이지,0,Y,노후연금,암진단,어린이성장|노후연금|자동차배상
C00741,28,여성,주부,외벌이자녀2,500-800만원,광주,비운전,자영업중장년,2,Y,암진단,해외여행,자녀상해|입원비
C00742,69,여성,의료진,3세대가구,300-500만원,광주,자가운전,안정형시니어,3,Y,치과,수술비,노후연금|뇌혈관|암진단|해외여행
C00743,74,남성,자영업,1인가구,800-1200만원,대구,자가운전,사회초년생,0,Y,노후연금,심혈관,자녀상해|암진단|재산보장
C00744,56,여성,사무직,편부모가정,300-500만원,서울 강남,비운전,자영업중장년,2,Y,사망보장,자동차배상,치과|암진단
C00745,70,여성,자영업,외벌이자녀2,300만원 이하,광주,자가운전,자영업중장년,2,Y,뇌혈관,사망보장,입원비|재산보장|수술비
C00746,43,여성,사무직,맞벌이자녀1,1200만원 이상,부산,자가운전,자영업중장년,1,Y,수술비,자동차배상,입원비|어린이성장|자녀상해|수술비
C00747,51,남성,의료진,외벌이자녀2,500-800만원,강원,자가운전,자영업중장년,2,N,재산보장,심혈관,해외여행|자차손해
C00748,54,여성,프리랜서,외벌이자녀2,300-500만원,대전,비운전,사회초년생,2,N,사망보장,심혈관,해외여행|노후연금|수술비
C00749,58,여성,프리랜서,1인가구,1200만원 이상,서울 강남,자가운전,맞벌이자녀가구,0,N,해외여행,심혈관,암진단|어린이성장|자차손해|사망보장
C00750,38,여성,학생,외벌이자녀2,1200만원 이상,울산,자가운전,골드에이지,2,Y,입원비,수술비,암진단|수술비|재산보장
C00751,66,남성,의료진,외벌이자녀2,1200만원 이상,제주,자가운전,1인가구청년,2,Y,치과,해외여행,재산보장|암진단|어린이성장|자동차배상
C00752,49,여성,IT개발자,편부모가정,500-800만원,서울 강남,자가운전,안정형시니어,1,Y,치과,사망보장,해외여행|입원비|사망보장
C00753,53,남성,학생,맞벌이자녀2,800-1200만원,대전,자가운전,사회초년생,2,N,치과,뇌혈관,사망보장|자동차배상|암진단
C00754,73,남성,교사,맞벌이자녀2,1200만원 이상,대구,비운전,사회초년생,2,N,어린이성장,입원비,어린이성장|자차손해
C00755,72,남성,자영업,맞벌이자녀1,800-1200만원,울산,자가운전,안정형시니어,1,Y,치과,사망보장,사망보장|자녀상해|수술비
C00756,36,남성,학생,편부모가정,300-500만원,대구,자가운전,사회초년생,1,Y,사망보장,암진단,사망보장|노후연금
C00757,33,여성,사무직,1인가구,1200만원 이상,강원,자가운전,골드에이지,0,N,어린이성장,암진단,자동차배상|수술비|뇌혈관|암진단
C00758,49,남성,사무직,1인가구,1200만원 이상,강원,자가운전,자영업중장년,0,N,해외여행,심혈관,뇌혈관|노후연금
C00759,54,여성,은퇴자,신혼부부,800-1200만원,강원,자가운전,골드에이지,0,Y,어린이성장,수술비,암진단|노후연금|심혈관
C00760,49,여성,사무직,외벌이자녀2,300-500만원,제주,자가운전,골드에이지,2,Y,수술비,입원비,노후연금|치과|자동차배상
C00761,34,여성,교사,1인가구,500-800만원,서울 강남,자가운전,안정형시니어,0,Y,자동차배상,사망보장,뇌혈관|노후연금|입원비
C00762,55,여성,전문직,맞벌이자녀1,1200만원 이상,서울 강북,자가운전,안정형시니어,1,N,어린이성장,자차손해,자차손해|노후연금
C00763,33,남성,의료진,신혼부부,300-500만원,대구,자가운전,안정형시니어,0,N,어린이성장,심혈관,수술비|어린이성장|해외여행
C00764,49,여성,사무직,신혼부부,800-1200만원,부산,자가운전,맞벌이자녀가구,0,N,뇌혈관,치과,수술비|사망보장|자차손해|자녀상해
C00765,49,남성,IT개발자,편부모가정,300만원 이하,서울 강남,자가운전,자영업중장년,1,Y,자차손해,어린이성장,수술비|자차손해
C00766,29,남성,프리랜서,1인가구,1200만원 이상,대전,자가운전,자영업중장년,0,Y,어린이성장,뇌혈관,해외여행|심혈관
C00767,29,여성,의료진,3세대가구,500-800만원,대구,자가운전,사회초년생,2,Y,자차손해,심혈관,입원비|노후연금|자녀상해|치과
C00768,45,여성,주부,1인가구,1200만원 이상,대전,자가운전,안정형시니어,0,Y,수술비,자차손해,수술비|재산보장|심혈관|뇌혈관
C00769,63,여성,전문직,외벌이자녀2,500-800만원,경기 북부,비운전,자영업중장년,2,Y,자녀상해,사망보장,입원비|자동차배상|암진단
C00770,31,여성,주부,신혼부부,300만원 이하,강원,자가운전,1인가구청년,0,N,사망보장,심혈관,재산보장|치과|자동차배상
C00771,44,남성,의료진,외벌이자녀2,800-1200만원,울산,자가운전,사회초년생,2,N,치과,어린이성장,재산보장|치과
C00772,34,여성,프리랜서,맞벌이자녀2,1200만원 이상,광주,자가운전,사회초년생,2,Y,자차손해,자녀상해,암진단|재산보장|어린이성장
C00773,69,남성,사무직,편부모가정,300-500만원,광주,자가운전,안정형시니어,1,Y,암진단,자차손해,재산보장|암진단
C00774,69,여성,전문직,1인가구,500-800만원,제주,비운전,1인가구청년,0,Y,재산보장,심혈관,해외여행|어린이성장|자동차배상|입원비
C00775,46,남성,은퇴자,편부모가정,800-1200만원,경기 북부,자가운전,사회초년생,1,N,치과,수술비,노후연금|해외여행|뇌혈관|자차손해
C00776,63,여성,은퇴자,편부모가정,300만원 이하,강원,비운전,골드에이지,1,Y,입원비,어린이성장,해외여행|자동차배상|수술비|재산보장
C00777,35,여성,교사,맞벌이자녀2,500-800만원,서울 강북,비운전,안정형시니어,2,Y,자녀상해,사망보장,재산보장|암진단|자차손해
C00778,68,여성,학생,외벌이자녀2,800-1200만원,대전,비운전,골드에이지,2,N,노후연금,자차손해,수술비|사망보장|치과
C00779,30,여성,IT개발자,외벌이자녀2,500-800만원,광주,자가운전,맞벌이자녀가구,2,Y,뇌혈관,자녀상해,자녀상해|암진단|심혈관
C00780,23,여성,학생,1인가구,300-500만원,대전,자가운전,자영업중장년,0,Y,자동차배상,수술비,재산보장|암진단
C00781,57,남성,주부,맞벌이자녀1,300만원 이하,울산,자가운전,골드에이지,1,Y,자동차배상,노후연금,노후연금|치과|입원비
C00782,35,여성,학생,1인가구,500-800만원,경기 북부,자가운전,맞벌이자녀가구,0,Y,재산보장,치과,암진단|자녀상해
C00783,29,여성,IT개발자,편부모가정,800-1200만원,울산,비운전,1인가구청년,2,Y,자차손해,사망보장,자동차배상|뇌혈관|재산보장
C00784,41,남성,생산직,3세대가구,800-1200만원,제주,비운전,맞벌이자녀가구,3,Y,자녀상해,자차손해,어린이성장|사망보장|해외여행|수술비
C00785,31,여성,의료진,1인가구,1200만원 이상,경기 남부,자가운전,사회초년생,0,Y,재산보장,심혈관,자동차배상|노후연금|재산보장
C00786,56,남성,프리랜서,3세대가구,300-500만원,대전,자가운전,안정형시니어,2,Y,심혈관,사망보장,어린이성장|뇌혈관|자녀상해
C00787,35,남성,사무직,편부모가정,1200만원 이상,부산,비운전,안정형시니어,1,N,자녀상해,재산보장,자차손해|수술비|재산보장|자녀상해
C00788,56,여성,프리랜서,맞벌이자녀1,300-500만원,서울 강북,자가운전,골드에이지,1,Y,해외여행,노후연금,암진단|입원비|뇌혈관|재산보장
C00789,48,여성,프리랜서,1인가구,500-800만원,서울 강남,자가운전,골드에이지,0,Y,자차손해,자동차배상,치과|자동차배상
C00790,22,여성,의료진,3세대가구,1200만원 이상,제주,자가운전,안정형시니어,2,N,수술비,자동차배상,사망보장|암진단|자녀상해
C00791,52,여성,전문직,3세대가구,800-1200만원,경기 북부,자가운전,안정형시니어,3,N,뇌혈관,노후연금,재산보장|심혈관|자차손해|입원비
C00792,43,여성,공무원,1인가구,800-1200만원,서울 강북,자가운전,안정형시니어,0,Y,입원비,노후연금,사망보장|노후연금|암진단
C00793,28,남성,전문직,맞벌이자녀1,300만원 이하,대전,자가운전,1인가구청년,1,Y,어린이성장,해외여행,노후연금|심혈관|암진단
C00794,22,여성,사무직,신혼부부,1200만원 이상,강원,비운전,안정형시니어,0,N,사망보장,자차손해,사망보장|자차손해|어린이성장|암진단
C00795,47,여성,은퇴자,외벌이자녀2,300-500만원,인천,비운전,자영업중장년,2,N,어린이성장,치과,입원비|재산보장
C00796,36,여성,생산직,3세대가구,300만원 이하,서울 강북,자가운전,사회초년생,1,Y,뇌혈관,해외여행,심혈관|해외여행|자차손해
C00797,68,남성,의료진,맞벌이자녀2,1200만원 이상,경기 남부,비운전,사회초년생,2,Y,자동차배상,암진단,노후연금|암진단|재산보장
C00798,55,여성,사무직,외벌이자녀2,300-500만원,인천,자가운전,맞벌이자녀가구,2,Y,해외여행,입원비,재산보장|암진단|해외여행|뇌혈관
C00799,23,남성,교사,3세대가구,1200만원 이상,울산,자가운전,맞벌이자녀가구,3,N,재산보장,치과,입원비|사망보장
C00800,47,남성,사무직,3세대가구,500-800만원,경기 남부,자가운전,골드에이지,2,N,해외여행,재산보장,어린이성장|해외여행|사망보장|입원비
C00801,71,여성,프리랜서,외벌이자녀2,800-1200만원,울산,비운전,안정형시니어,2,Y,사망보장,자차손해,치과|노후연금|재산보장
C00802,61,남성,프리랜서,신혼부부,800-1200만원,광주,자가운전,안정형시니어,0,Y,뇌혈관,사망보장,자동차배상|어린이성장|입원비
C00803,40,남성,자영업,편부모가정,300만원 이하,울산,자가운전,맞벌이자녀가구,1,N,노후연금,자동차배상,자차손해|뇌혈관|어린이성장|자동차배상
C00804,71,여성,공무원,편부모가정,1200만원 이상,대전,자가운전,1인가구청년,1,Y,어린이성장,자차손해,재산보장|수술비|노후연금|치과
C00805,54,여성,주부,외벌이자녀2,500-800만원,서울 강남,자가운전,맞벌이자녀가구,2,N,어린이성장,자차손해,입원비|재산보장|암진단|어린이성장
C00806,68,남성,학생,맞벌이자녀1,500-800만원,강원,자가운전,골드에이지,1,Y,노후연금,사망보장,암진단|자동차배상|심혈관
C00807,32,여성,자영업,1인가구,500-800만원,울산,비운전,사회초년생,0,N,어린이성장,뇌혈관,자동차배상|사망보장|자차손해
C00808,57,남성,공무원,3세대가구,300-500만원,대전,비운전,자영업중장년,1,N,자녀상해,치과,사망보장|자차손해
C00809,31,여성,자영업,맞벌이자녀1,1200만원 이상,강원,자가운전,1인가구청년,1,N,노후연금,어린이성장,재산보장|자녀상해|어린이성장
C00810,26,여성,생산직,맞벌이자녀1,300-500만원,서울 강남,자가운전,골드에이지,1,N,노후연금,해외여행,자동차배상|수술비|해외여행|뇌혈관
C00811,49,남성,자영업,편부모가정,500-800만원,서울 강북,자가운전,골드에이지,1,Y,자차손해,암진단,사망보장|어린이성장|해외여행|자녀상해
C00812,47,여성,은퇴자,3세대가구,1200만원 이상,제주,자가운전,맞벌이자녀가구,3,Y,노후연금,해외여행,뇌혈관|재산보장|어린이성장
C00813,51,남성,사무직,1인가구,800-1200만원,울산,자가운전,골드에이지,0,Y,자동차배상,해외여행,어린이성장|뇌혈관|수술비|재산보장
C00814,44,여성,사무직,맞벌이자녀2,1200만원 이상,서울 강북,자가운전,사회초년생,2,Y,입원비,자동차배상,어린이성장|사망보장|해외여행|자동차배상
C00815,41,남성,IT개발자,맞벌이자녀1,300-500만원,부산,자가운전,맞벌이자녀가구,1,N,치과,노후연금,수술비|자차손해|어린이성장|입원비
C00816,66,남성,주부,3세대가구,300-500만원,인천,자가운전,자영업중장년,3,Y,해외여행,심혈관,입원비|자녀상해|자차손해|해외여행
C00817,66,여성,주부,1인가구,300만원 이하,강원,자가운전,1인가구청년,0,Y,자동차배상,뇌혈관,어린이성장|해외여행
C00818,29,남성,사무직,3세대가구,300-500만원,대전,자가운전,1인가구청년,3,Y,심혈관,수술비,해외여행|입원비
C00819,22,여성,학생,3세대가구,1200만원 이상,인천,비운전,골드에이지,3,N,자동차배상,심혈관,자차손해|재산보장
C00820,67,남성,의료진,1인가구,300만원 이하,경기 남부,비운전,안정형시니어,0,N,재산보장,해외여행,자녀상해|암진단|뇌혈관
C00821,30,남성,생산직,맞벌이자녀1,800-1200만원,서울 강북,비운전,1인가구청년,1,N,자동차배상,노후연금,어린이성장|입원비|심혈관
C00822,46,남성,프리랜서,신혼부부,1200만원 이상,서울 강남,자가운전,골드에이지,0,Y,입원비,자차손해,자녀상해|뇌혈관|해외여행
C00823,74,여성,공무원,편부모가정,500-800만원,울산,자가운전,골드에이지,2,Y,뇌혈관,노후연금,암진단|재산보장|치과
C00824,30,남성,공무원,외벌이자녀2,800-1200만원,울산,자가운전,골드에이지,2,Y,어린이성장,해외여행,어린이성장|노후연금|심혈관
C00825,46,남성,학생,신혼부부,500-800만원,서울 강남,자가운전,사회초년생,0,Y,노후연금,뇌혈관,치과|자녀상해
C00826,46,남성,학생,맞벌이자녀2,300-500만원,대구,비운전,자영업중장년,2,Y,자동차배상,뇌혈관,자동차배상|해외여행|심혈관
C00827,45,남성,의료진,편부모가정,300-500만원,서울 강북,자가운전,자영업중장년,2,N,해외여행,심혈관,뇌혈관|암진단
C00828,64,남성,생산직,3세대가구,500-800만원,경기 남부,자가운전,1인가구청년,2,Y,심혈관,해외여행,입원비|노후연금|재산보장|자녀상해
C00829,38,여성,은퇴자,편부모가정,500-800만원,경기 남부,자가운전,1인가구청년,2,Y,해외여행,어린이성장,자녀상해|노후연금|어린이성장
C00830,26,여성,의료진,외벌이자녀2,1200만원 이상,대전,비운전,자영업중장년,2,N,사망보장,뇌혈관,노후연금|치과|사망보장
C00831,30,여성,교사,3세대가구,300만원 이하,강원,비운전,사회초년생,2,Y,자녀상해,뇌혈관,수술비|자차손해|입원비|뇌혈관
C00832,26,남성,생산직,신혼부부,1200만원 이상,경기 남부,비운전,안정형시니어,0,N,사망보장,입원비,암진단|사망보장|해외여행
C00833,33,남성,전문직,편부모가정,800-1200만원,서울 강남,자가운전,자영업중장년,1,Y,자차손해,어린이성장,자동차배상|심혈관|암진단
C00834,31,여성,학생,1인가구,800-1200만원,울산,자가운전,골드에이지,0,Y,뇌혈관,노후연금,심혈관|자차손해
C00835,65,남성,공무원,3세대가구,300만원 이하,대구,비운전,골드에이지,3,Y,심혈관,해외여행,노후연금|해외여행|어린이성장
C00836,42,여성,프리랜서,1인가구,300만원 이하,대구,자가운전,안정형시니어,0,N,암진단,사망보장,입원비|암진단
C00837,39,여성,전문직,1인가구,800-1200만원,대전,자가운전,안정형시니어,0,Y,해외여행,암진단,자녀상해|입원비
C00838,66,남성,IT개발자,1인가구,1200만원 이상,제주,자가운전,골드에이지,0,N,입원비,해외여행,심혈관|해외여행|노후연금|수술비
C00839,49,남성,생산직,1인가구,1200만원 이상,경기 남부,비운전,안정형시니어,0,N,뇌혈관,재산보장,수술비|사망보장
C00840,27,여성,의료진,신혼부부,1200만원 이상,인천,비운전,자영업중장년,0,N,암진단,뇌혈관,수술비|사망보장|노후연금|치과
C00841,24,여성,교사,맞벌이자녀2,800-1200만원,서울 강남,자가운전,사회초년생,2,N,뇌혈관,심혈관,사망보장|심혈관|입원비
C00842,71,여성,프리랜서,편부모가정,800-1200만원,대구,자가운전,사회초년생,1,Y,자녀상해,사망보장,심혈관|암진단
C00843,23,여성,자영업,외벌이자녀2,800-1200만원,서울 강북,자가운전,안정형시니어,2,N,수술비,어린이성장,입원비|뇌혈관|자동차배상
C00844,66,남성,사무직,3세대가구,500-800만원,경기 남부,자가운전,사회초년생,1,Y,재산보장,뇌혈관,치과|사망보장|입원비
C00845,74,남성,은퇴자,1인가구,800-1200만원,부산,자가운전,맞벌이자녀가구,0,N,재산보장,자동차배상,해외여행|자동차배상
C00846,69,남성,IT개발자,외벌이자녀2,300만원 이하,부산,자가운전,사회초년생,2,Y,뇌혈관,수술비,암진단|재산보장|수술비|심혈관
C00847,69,남성,사무직,편부모가정,800-1200만원,대전,자가운전,자영업중장년,2,Y,재산보장,어린이성장,암진단|자녀상해|어린이성장|수술비
C00848,64,남성,학생,맞벌이자녀2,1200만원 이상,대구,자가운전,골드에이지,2,Y,재산보장,수술비,노후연금|재산보장|수술비|자녀상해
C00849,26,여성,생산직,신혼부부,1200만원 이상,인천,자가운전,맞벌이자녀가구,0,Y,수술비,노후연금,자동차배상|수술비|어린이성장|사망보장
C00850,50,여성,프리랜서,3세대가구,800-1200만원,경기 북부,자가운전,사회초년생,3,Y,해외여행,수술비,수술비|자동차배상|어린이성장
C00851,33,여성,프리랜서,3세대가구,300만원 이하,경기 남부,비운전,안정형시니어,3,Y,심혈관,자동차배상,자동차배상|입원비|치과
C00852,30,남성,교사,맞벌이자녀2,300만원 이하,대전,자가운전,자영업중장년,2,N,어린이성장,자동차배상,어린이성장|치과|암진단|심혈관
C00853,57,남성,프리랜서,1인가구,1200만원 이상,광주,비운전,맞벌이자녀가구,0,N,사망보장,수술비,심혈관|자녀상해|입원비|어린이성장
C00854,65,남성,은퇴자,외벌이자녀2,800-1200만원,경기 북부,자가운전,사회초년생,2,Y,노후연금,해외여행,해외여행|입원비|사망보장
C00855,58,여성,자영업,편부모가정,300만원 이하,서울 강남,비운전,맞벌이자녀가구,1,N,수술비,심혈관,암진단|치과|자녀상해
C00856,59,여성,IT개발자,맞벌이자녀2,1200만원 이상,울산,비운전,맞벌이자녀가구,2,Y,해외여행,심혈관,노후연금|자차손해|해외여행
C00857,57,남성,의료진,외벌이자녀2,500-800만원,경기 북부,자가운전,골드에이지,2,Y,뇌혈관,자동차배상,어린이성장|자차손해|노후연금
C00858,69,남성,IT개발자,편부모가정,300-500만원,인천,자가운전,자영업중장년,2,Y,암진단,해외여행,암진단|치과
C00859,40,남성,사무직,편부모가정,1200만원 이상,제주,자가운전,사회초년생,1,Y,뇌혈관,치과,뇌혈관|암진단
C00860,26,여성,공무원,3세대가구,1200만원 이상,대구,비운전,사회초년생,3,N,자동차배상,노후연금,자녀상해|입원비
C00861,26,여성,전문직,3세대가구,500-800만원,부산,자가운전,자영업중장년,1,N,해외여행,뇌혈관,입원비|어린이성장|암진단|수술비
C00862,53,여성,생산직,편부모가정,1200만원 이상,서울 강남,자가운전,자영업중장년,2,N,입원비,자동차배상,암진단|자동차배상
C00863,28,남성,교사,1인가구,800-1200만원,대구,비운전,1인가구청년,0,N,재산보장,자녀상해,뇌혈관|자차손해|수술비|심혈관
C00864,27,남성,주부,1인가구,800-1200만원,대전,자가운전,사회초년생,0,Y,자녀상해,암진단,심혈관|입원비|수술비|어린이성장
C00865,67,여성,전문직,맞벌이자녀1,300-500만원,서울 강남,자가운전,맞벌이자녀가구,1,N,입원비,심혈관,자동차배상|수술비|노후연금|사망보장
C00866,72,남성,학생,외벌이자녀2,300-500만원,대전,자가운전,맞벌이자녀가구,2,Y,재산보장,심혈관,자녀상해|치과|자차손해|뇌혈관
C00867,39,남성,사무직,1인가구,800-1200만원,울산,자가운전,맞벌이자녀가구,0,Y,자녀상해,자차손해,치과|자동차배상|해외여행|뇌혈관
C00868,24,여성,은퇴자,신혼부부,300만원 이하,인천,자가운전,사회초년생,0,Y,치과,수술비,해외여행|뇌혈관
C00869,53,여성,공무원,맞벌이자녀2,300-500만원,경기 남부,자가운전,맞벌이자녀가구,2,N,뇌혈관,재산보장,수술비|자차손해|노후연금|자동차배상
C00870,43,남성,공무원,맞벌이자녀2,300만원 이하,대구,자가운전,자영업중장년,2,Y,재산보장,입원비,사망보장|수술비|입원비
C00871,52,여성,교사,외벌이자녀2,800-1200만원,서울 강남,자가운전,골드에이지,2,N,입원비,자녀상해,자차손해|심혈관
C00872,51,남성,생산직,편부모가정,800-1200만원,강원,비운전,사회초년생,1,N,노후연금,자녀상해,뇌혈관|자녀상해|입원비|수술비
C00873,72,여성,프리랜서,맞벌이자녀1,500-800만원,강원,자가운전,1인가구청년,1,N,암진단,노후연금,뇌혈관|치과
C00874,35,남성,사무직,편부모가정,300만원 이하,제주,비운전,자영업중장년,2,N,뇌혈관,사망보장,치과|입원비|노후연금
C00875,54,여성,교사,맞벌이자녀1,1200만원 이상,서울 강북,자가운전,1인가구청년,1,N,뇌혈관,암진단,치과|노후연금|재산보장
C00876,34,남성,IT개발자,3세대가구,500-800만원,인천,비운전,사회초년생,1,N,어린이성장,자차손해,치과|입원비
C00877,71,여성,자영업,맞벌이자녀2,1200만원 이상,대구,자가운전,맞벌이자녀가구,2,N,해외여행,재산보장,암진단|뇌혈관|어린이성장
C00878,67,여성,공무원,외벌이자녀2,300만원 이하,대구,자가운전,사회초년생,2,Y,재산보장,어린이성장,노후연금|사망보장|해외여행
C00879,57,여성,IT개발자,외벌이자녀2,300-500만원,제주,자가운전,사회초년생,2,N,재산보장,심혈관,심혈관|뇌혈관|치과
C00880,31,남성,교사,맞벌이자녀2,500-800만원,인천,자가운전,자영업중장년,2,N,뇌혈관,치과,수술비|뇌혈관|어린이성장
C00881,24,남성,은퇴자,1인가구,1200만원 이상,제주,자가운전,1인가구청년,0,Y,심혈관,자동차배상,치과|뇌혈관|노후연금|자녀상해
C00882,22,남성,프리랜서,맞벌이자녀2,300만원 이하,제주,자가운전,사회초년생,2,Y,수술비,어린이성장,재산보장|해외여행|어린이성장
C00883,35,남성,생산직,맞벌이자녀1,500-800만원,부산,비운전,자영업중장년,1,Y,암진단,입원비,수술비|심혈관|노후연금
C00884,36,여성,사무직,3세대가구,300-500만원,대구,자가운전,자영업중장년,1,N,암진단,사망보장,사망보장|어린이성장|수술비
C00885,63,남성,자영업,외벌이자녀2,1200만원 이상,경기 북부,자가운전,사회초년생,2,Y,뇌혈관,사망보장,심혈관|자동차배상|어린이성장
C00886,34,여성,프리랜서,외벌이자녀2,500-800만원,경기 남부,비운전,안정형시니어,2,N,암진단,자차손해,해외여행|뇌혈관
C00887,74,여성,의료진,맞벌이자녀2,300-500만원,인천,자가운전,사회초년생,2,N,뇌혈관,자녀상해,수술비|어린이성장|심혈관
C00888,34,남성,의료진,맞벌이자녀2,800-1200만원,서울 강북,자가운전,1인가구청년,2,N,자차손해,치과,암진단|자녀상해|치과
C00889,72,남성,프리랜서,외벌이자녀2,300만원 이하,대구,비운전,안정형시니어,2,N,입원비,치과,자동차배상|어린이성장|해외여행
C00890,23,남성,프리랜서,1인가구,300-500만원,제주,자가운전,사회초년생,0,N,입원비,뇌혈관,사망보장|암진단|뇌혈관|심혈관
C00891,28,남성,사무직,신혼부부,1200만원 이상,대구,비운전,맞벌이자녀가구,0,N,해외여행,암진단,뇌혈관|암진단
C00892,38,남성,자영업,외벌이자녀2,300-500만원,서울 강북,자가운전,자영업중장년,2,Y,노후연금,해외여행,어린이성장|노후연금
C00893,73,여성,주부,3세대가구,800-1200만원,제주,자가운전,안정형시니어,2,N,자차손해,노후연금,심혈관|사망보장|재산보장
C00894,27,남성,교사,신혼부부,1200만원 이상,제주,자가운전,맞벌이자녀가구,0,Y,수술비,자녀상해,재산보장|수술비
C00895,65,여성,의료진,맞벌이자녀2,300만원 이하,부산,자가운전,사회초년생,2,N,암진단,뇌혈관,뇌혈관|심혈관|치과
C00896,70,여성,자영업,3세대가구,1200만원 이상,울산,자가운전,자영업중장년,2,Y,뇌혈관,치과,심혈관|수술비|뇌혈관
C00897,69,남성,공무원,신혼부부,800-1200만원,제주,자가운전,안정형시니어,0,N,입원비,암진단,어린이성장|입원비
C00898,31,여성,의료진,3세대가구,300만원 이하,강원,비운전,안정형시니어,3,N,수술비,사망보장,재산보장|노후연금
C00899,32,남성,사무직,신혼부부,300만원 이하,울산,자가운전,자영업중장년,0,N,자녀상해,사망보장,뇌혈관|수술비|치과|자녀상해
