customer_id,product_id,units,avg_cost_nav,opened_date,auto_invest_flag
C00526,INV-ET-0100,1877,1163.65,2023-07-24,N
C00527,INV-ET-0073,1186,1485.89,2024-10-16,N
C00527,INV-ET-0090,589,1067.69,2024-12-20,Y
C00527,INV-펀드-0083,1749,1337.34,2025-05-17,Y
C00527,INV-ET-0033,926,1032.12,2023-09-08,Y
C00528,INV-펀드-0039,2480,1235.73,2025-03-28,Y
C00528,INV-연금-0006,713,1150.74,2025-03-22,N
C00528,INV-펀드-0011,135,1141.21,2024-03-12,Y
C00528,INV-변액-0080,744,1299.01,2023-03-31,N
C00528,INV-ET-0003,1092,1105.72,2025-05-15,Y
C00532,INV-변액-0080,1595,1370.67,2025-05-06,N
C00535,INV-ET-0075,1738,1164.99,2023-10-07,Y
C00535,INV-ET-0031,1170,1406.84,2023-08-20,N
C00537,INV-연금-0066,1531,1273.27,2023-10-29,N
C00537,INV-연금-0055,2892,895.59,2025-06-01,N
C00537,INV-ET-0051,584,1431.65,2024-01-03,Y
C00537,INV-ET-0030,984,1149.34,2023-09-18,N
C00537,INV-변액-0038,2752,1056.47,2023-03-01,N
C00538,INV-변액-0084,1365,982.18,2024-03-19,N
C00538,INV-연금-0021,1229,1250.4,2023-07-03,Y
C00538,INV-펀드-0044,1406,1306.1,2023-11-11,N
C00538,INV-펀드-0026,459,1310.04,2025-05-31,N
C00541,INV-ET-0064,880,1222.83,2024-08-21,Y
C00542,INV-연금-0004,2808,888.88,2024-12-23,N
C00542,INV-펀드-0072,2254,899.16,2024-10-18,Y
C00543,INV-연금-0085,2205,1189.79,2024-11-03,Y
C00543,INV-변액-0037,1178,986.29,2024-12-12,N
C00543,INV-연금-0004,1888,863.53,2025-03-28,N
C00544,INV-ET-0065,122,1295.16,2025-06-18,N
C00545,INV-변액-0038,2943,1159.9,2025-04-01,N
C00545,INV-연금-0036,749,900.67,2024-11-08,N
C00546,INV-펀드-0083,798,1345.06,2023-12-12,N
C00546,INV-ET-0051,1109,1636.43,2025-02-20,N
C00546,INV-연금-0066,2630,1277.99,2023-06-18,N
C00548,INV-펀드-0046,1257,1167.62,2024-03-27,N
C00548,INV-ET-0086,1211,1014.87,2023-07-10,N
C00548,INV-ET-0092,596,1467.14,2024-03-19,N
C00548,INV-펀드-0082,1629,1567.67,2024-02-05,Y
C00549,INV-펀드-0020,1808,1214.12,2024-10-05,N
C00549,INV-ET-0100,1955,1192.96,2023-11-27,N
C00550,INV-ET-0018,2467,1111.28,2024-11-30,N
C00551,INV-ET-0003,1486,1192.29,2023-12-30,N
C00551,INV-연금-0028,663,1017.36,2023-11-05,N
C00551,INV-펀드-0058,1903,1235.79,2023-11-19,N
C00551,INV-연금-0016,914,1337.73,2023-01-06,Y
C00552,INV-변액-0096,2706,1214.15,2025-02-18,N
C00552,INV-ET-0087,823,1478.83,2024-04-19,Y
C00552,INV-변액-0088,2495,1055.57,2024-07-22,Y
C00553,INV-펀드-0012,2738,1043.02,2025-01-25,Y
C00553,INV-변액-0029,2300,1100.95,2025-02-11,N
C00553,INV-연금-0066,1766,1267.4,2023-02-02,N
C00553,INV-ET-0071,2420,1266.39,2025-05-19,Y
C00553,INV-ET-0065,1847,1303.62,2024-06-13,N
C00554,INV-연금-0097,2302,1488.1,2025-02-13,N
C00554,INV-연금-0050,839,1232.19,2025-02-08,Y
C00554,INV-펀드-0047,2579,1547.09,2024-03-31,Y
C00554,INV-변액-0013,1919,893.55,2024-03-01,Y
C00556,INV-ET-0018,811,1113.83,2023-11-30,N
C00556,INV-ET-0030,2390,1216.03,2025-01-01,N
C00556,INV-변액-0069,2203,1392.68,2023-08-21,N
C00557,INV-펀드-0024,2403,1346.74,2024-10-27,N
C00557,INV-연금-0066,1646,1170.82,2023-10-09,Y
C00557,INV-변액-0013,124,911.6,2023-04-11,Y
C00557,INV-ET-0071,240,1263.59,2024-01-01,Y
C00558,INV-변액-0013,953,863.34,2023-02-26,Y
C00559,INV-펀드-0035,1671,1069.64,2024-04-14,N
C00559,INV-연금-0014,2713,1200.84,2023-04-09,N
C00560,INV-연금-0004,1244,974.3,2024-09-24,Y
C00561,INV-변액-0010,1395,1379.54,2024-09-17,Y
C00561,INV-ET-0005,1034,1370.21,2023-01-24,N
C00561,INV-연금-0021,2262,1257.43,2023-12-29,N
C00561,INV-펀드-0002,1646,1097.52,2023-08-18,Y
C00562,INV-변액-0049,101,1117.77,2024-03-08,Y
C00562,INV-ET-0099,297,1084.34,2023-02-04,N
C00564,INV-ET-0090,1248,969.14,2025-04-01,Y
C00564,INV-연금-0059,2242,964.32,2024-11-13,N
C00564,INV-ET-0043,1498,1276.6,2023-08-29,N
C00564,INV-연금-0066,1293,1121.03,2025-05-30,Y
C00564,INV-연금-0077,687,1142.69,2023-10-17,N
C00566,INV-연금-0014,692,1260.2,2023-06-11,Y
C00568,INV-ET-0099,442,1148.71,2024-11-16,N
C00568,INV-ET-0003,2999,1101.96,2025-03-26,Y
C00568,INV-변액-0084,2470,1102.81,2024-12-16,N
C00568,INV-펀드-0034,414,1062.88,2023-10-09,Y
C00568,INV-ET-0079,2395,1100.81,2024-04-10,Y
C00569,INV-펀드-0023,1247,1257.76,2024-07-20,Y
C00569,INV-ET-0003,2764,1068.3,2024-07-11,N
C00569,INV-ET-0025,2315,1333.96,2024-02-13,N
C00569,INV-연금-0001,2262,1164.21,2024-02-12,Y
C00569,INV-펀드-0062,1012,1440.48,2023-04-22,N
C00571,INV-펀드-0039,1616,1372.89,2025-02-07,N
C00574,INV-변액-0049,2446,1050.37,2023-03-05,N
C00576,INV-변액-0010,642,1417.27,2023-11-16,N
C00576,INV-펀드-0052,1167,968.51,2023-09-25,Y
C00576,INV-펀드-0074,2780,1188.6,2025-05-24,Y
C00576,INV-연금-0021,1969,1159.13,2024-07-02,Y
C00576,INV-연금-0048,1334,1101.74,2023-11-06,N
C00577,INV-변액-0096,2315,1175.25,2024-10-28,N
C00578,INV-연금-0053,1095,1320.92,2024-06-18,N
C00578,INV-펀드-0067,2266,1442.78,2023-07-26,N
C00578,INV-연금-0028,1357,1146.17,2023-12-16,Y
C00578,INV-연금-0078,674,1446.8,2024-06-11,Y
C00578,INV-펀드-0081,574,1117.65,2023-01-27,Y
C00580,INV-펀드-0056,2198,1091.72,2024-01-16,N
C00580,INV-펀드-0074,457,1168.69,2024-06-30,N
C00581,INV-펀드-0056,771,1051.37,2024-12-17,N
C00581,INV-ET-0008,824,1285.37,2024-11-07,Y
C00581,INV-변액-0088,1941,1053.74,2023-06-17,Y
C00584,INV-변액-0015,1332,1182.08,2024-10-03,Y
C00585,INV-ET-0087,2569,1598.97,2024-04-01,N
C00585,INV-변액-0069,294,1268.96,2024-01-11,N
C00585,INV-펀드-0067,1386,1286.23,2024-04-29,N
C00585,INV-ET-0045,905,993.11,2023-05-06,N
C00586,INV-변액-0038,1996,1253.27,2024-06-25,N
C00586,INV-ET-0091,309,1099.48,2025-01-18,N
C00587,INV-연금-0016,1298,1476.22,2024-04-04,N
C00587,INV-펀드-0011,2972,1177.79,2025-03-06,N
C00588,INV-연금-0019,2165,1575.83,2023-11-07,N
C00588,INV-변액-0069,345,1340.15,2024-01-27,N
C00589,INV-연금-0066,2366,1141.31,2024-06-03,N
C00589,INV-연금-0097,1308,1287.41,2023-06-06,N
C00589,INV-ET-0073,201,1283.28,2023-06-23,Y
C00589,INV-펀드-0083,1012,1181.37,2024-03-08,N
C00592,INV-펀드-0081,2709,1168.2,2024-08-29,N
C00592,INV-ET-0087,824,1403.9,2024-02-02,N
C00593,INV-연금-0053,2048,1179.83,2024-05-23,N
C00593,INV-펀드-0046,2371,1193.77,2023-06-10,Y
C00593,INV-ET-0092,975,1325.08,2023-02-09,N
C00593,INV-ET-0022,2714,876.32,2024-03-26,Y
C00594,INV-변액-0049,2881,1135.55,2023-11-14,N
C00596,INV-ET-0086,109,1137.06,2023-03-27,N
C00596,INV-연금-0055,1199,958.02,2024-05-10,Y
C00601,INV-연금-0032,1502,1074.56,2023-06-28,N
C00601,INV-펀드-0082,2315,1422.23,2025-05-05,N
C00601,INV-변액-0088,2823,1121.96,2023-11-29,N
C00603,INV-ET-0005,1958,1546.49,2023-07-27,N
C00603,INV-변액-0080,2770,1343.92,2024-04-04,Y
C00603,INV-변액-0010,1533,1307.02,2024-05-22,N
C00604,INV-변액-0084,877,1086.66,2023-01-11,N
C00604,INV-펀드-0039,1009,1324.27,2025-05-12,Y
C00605,INV-펀드-0020,2141,1334.92,2025-04-05,Y
C00605,INV-펀드-0054,2357,1028.01,2023-04-09,Y
C00605,INV-펀드-0002,2293,1162.28,2025-01-13,N
C00605,INV-ET-0075,1994,1344.71,2024-11-22,N
C00605,INV-펀드-0052,2255,985.63,2025-03-27,N
C00606,INV-ET-0033,1599,1060.97,2024-02-26,N
C00607,INV-펀드-0058,133,1388.11,2023-10-13,N
C00608,INV-변액-0080,420,1343.53,2024-02-06,N
C00608,INV-변액-0037,1427,966.23,2024-08-06,N
C00608,INV-변액-0010,1914,1352.83,2025-04-11,Y
C00609,INV-변액-0027,2946,972.36,2024-12-07,N
C00609,INV-연금-0004,1691,980.54,2024-02-15,N
C00610,INV-연금-0053,1460,1283.11,2023-10-03,N
C00610,INV-변액-0015,1905,1359.79,2024-07-10,Y
C00611,INV-ET-0042,1094,1137.78,2024-04-01,Y
C00611,INV-ET-0091,1649,1105.75,2023-06-03,N
C00611,INV-ET-0076,1587,1224.36,2024-07-28,Y
C00611,INV-연금-0068,2191,1572.25,2023-11-15,N
C00614,INV-펀드-0046,1530,1149.85,2024-11-01,N
C00614,INV-펀드-0083,1148,1397.51,2024-09-28,N
C00614,INV-펀드-0067,201,1254.63,2023-04-30,Y
C00614,INV-펀드-0057,602,944.24,2025-01-05,N
C00614,INV-연금-0019,2707,1470.08,2025-01-28,Y
C00615,INV-ET-0091,2601,1064.5,2023-02-10,Y
C00615,INV-변액-0017,968,1192.78,2024-12-25,N
C00615,INV-ET-0008,980,1197.98,2024-08-26,N
C00615,INV-연금-0019,2115,1550.52,2023-04-12,Y
C00617,INV-펀드-0023,205,1076.38,2024-07-14,N
C00619,INV-연금-0068,1904,1438.24,2023-10-24,N
C00621,INV-ET-0008,91,1067.66,2025-04-18,N
C00621,INV-펀드-0044,1589,1253.18,2024-11-14,N
C00621,INV-펀드-0054,545,1133.64,2024-12-28,Y
C00621,INV-펀드-0057,863,892.54,2023-06-06,N
C00621,INV-변액-0007,2510,1000.32,2025-03-04,N
C00622,INV-연금-0097,255,1469.2,2024-12-06,N
C00622,INV-ET-0099,1305,1067.31,2023-11-28,N
C00622,INV-연금-0077,1934,1114.37,2025-06-07,Y
C00622,INV-펀드-0082,1975,1402.11,2024-10-07,N
C00627,INV-연금-0060,1942,1282.22,2024-02-21,Y
C00628,INV-변액-0069,2295,1373.1,2025-03-18,N
C00628,INV-연금-0032,1056,1102.14,2023-05-02,N
C00628,INV-변액-0088,1359,1201.96,2024-01-10,N
C00630,INV-ET-0093,1260,1413.64,2023-02-19,Y
C00630,INV-변액-0049,2928,966.11,2023-03-14,N
C00630,INV-ET-0100,2817,1217.49,2024-06-28,N
C00630,INV-ET-0090,1679,954.26,2024-01-17,Y
C00630,INV-연금-0006,2355,1139.54,2023-10-08,N
C00631,INV-연금-0053,2503,1319.75,2024-12-28,N
C00631,INV-펀드-0039,1229,1241.82,2023-04-14,N
C00631,INV-펀드-0044,2946,1303.48,2023-07-25,N
C00631,INV-펀드-0024,2441,1281.85,2025-04-10,Y
C00633,INV-펀드-0081,284,1050.54,2024-12-20,N
C00634,INV-펀드-0061,2657,1061.49,2023-01-02,N
C00634,INV-펀드-0062,132,1296.89,2024-09-18,N
C00634,INV-연금-0001,1100,1234.57,2025-01-27,N
C00634,INV-펀드-0067,1517,1297.97,2023-09-26,N
C00634,INV-연금-0066,1755,1171.52,2023-11-24,N
C00635,INV-펀드-0058,598,1330.48,2023-01-15,Y
C00635,INV-펀드-0083,771,1342.63,2023-04-30,Y
C00635,INV-ET-0071,730,1243.57,2023-09-25,Y
C00635,INV-ET-0075,1422,1181.37,2023-01-28,N
C00636,INV-펀드-0058,2439,1385.28,2024-09-30,N
C00636,INV-펀드-0074,1965,996.09,2025-06-12,N
C00636,INV-변액-0010,94,1394.61,2023-04-22,N
C00636,INV-ET-0079,137,1104.45,2023-09-15,N
C00636,INV-연금-0095,1829,1189.2,2023-03-05,Y
C00640,INV-연금-0055,2264,875.71,2024-09-26,Y
C00640,INV-펀드-0081,361,1175.9,2024-03-29,Y
C00640,INV-연금-0068,2966,1489.17,2024-09-03,Y
C00641,INV-연금-0095,2666,1209.15,2023-01-11,N
C00641,INV-연금-0078,1858,1346.75,2024-03-12,N
C00641,INV-ET-0043,2880,1288.92,2025-04-10,Y
C00641,INV-펀드-0020,1454,1362.76,2023-10-18,N
C00644,INV-ET-0099,2996,1162.72,2023-07-29,N
C00644,INV-펀드-0002,234,1105.35,2023-05-28,N
C00646,INV-연금-0068,2057,1324.79,2023-07-29,N
C00646,INV-펀드-0063,997,1435.61,2025-05-28,N
C00648,INV-ET-0091,1934,1015.22,2023-09-12,Y
C00648,INV-펀드-0098,2055,1428.0,2025-02-20,N
C00648,INV-펀드-0002,2983,1090.17,2023-11-21,N
C00650,INV-연금-0085,1517,1314.95,2023-09-12,N
C00650,INV-ET-0008,657,1175.06,2024-05-03,N
C00650,INV-ET-0099,215,1214.6,2023-08-02,N
C00650,INV-연금-0078,874,1398.99,2023-07-18,N
C00650,INV-펀드-0056,2151,1018.89,2024-06-08,N
C00653,INV-연금-0059,1810,1088.08,2023-07-29,N
C00653,INV-ET-0065,1818,1242.5,2024-03-08,N
C00653,INV-ET-0042,912,1122.43,2025-01-22,Y
C00655,INV-연금-0085,1930,1291.85,2024-02-08,N
C00655,INV-ET-0092,1748,1470.07,2024-08-31,N
C00655,INV-연금-0009,340,960.2,2024-03-04,Y
C00655,INV-변액-0096,1931,1356.29,2025-05-21,Y
C00656,INV-펀드-0061,680,1101.91,2025-03-24,N
C00657,INV-펀드-0039,2211,1212.28,2025-06-07,N
C00658,INV-펀드-0047,2325,1482.88,2025-01-23,Y
C00658,INV-펀드-0098,483,1371.13,2023-06-21,N
C00658,INV-펀드-0072,2320,884.66,2024-10-08,Y
C00658,INV-ET-0064,2824,1280.84,2023-02-02,Y
C00659,INV-변액-0029,2078,1230.58,2023-09-02,N
C00659,INV-펀드-0083,1918,1393.22,2023-12-04,N
C00659,INV-연금-0060,2799,1223.5,2025-03-31,N
C00659,INV-ET-0091,2533,1070.74,2024-08-10,N
C00659,INV-연금-0036,2662,879.45,2024-09-03,N
C00660,INV-ET-0093,128,1459.27,2025-02-15,N
C00660,INV-연금-0021,2056,1237.18,2024-01-14,Y
C00660,INV-펀드-0026,982,1350.88,2025-06-13,Y
C00662,INV-펀드-0067,1269,1375.46,2025-06-19,N
C00662,INV-펀드-0024,2477,1414.45,2024-11-23,N
C00662,INV-연금-0019,2165,1518.64,2023-12-02,N
C00662,INV-펀드-0020,1368,1381.35,2024-04-01,N
C00663,INV-펀드-0044,1767,1211.99,2023-11-12,Y
C00663,INV-연금-0094,1566,1313.87,2025-02-25,N
C00664,INV-ET-0065,260,1311.99,2025-03-17,N
C00664,INV-펀드-0056,1506,1100.78,2024-05-26,Y
C00664,INV-ET-0071,2136,1134.71,2024-07-04,N
C00664,INV-ET-0033,2961,1057.1,2024-01-31,N
C00665,INV-ET-0030,1111,1190.28,2024-03-04,Y
C00665,INV-연금-0060,639,1351.56,2024-08-12,Y
C00667,INV-변액-0096,2907,1331.53,2024-10-29,N
C00667,INV-ET-0018,2554,1031.96,2024-09-06,Y
C00667,INV-ET-0100,1529,1080.85,2024-09-19,Y
C00668,INV-펀드-0052,917,1047.78,2024-07-09,N
C00670,INV-ET-0071,2397,1293.52,2025-04-18,N
C00670,INV-ET-0031,1563,1352.25,2023-11-07,N
C00671,INV-변액-0096,1006,1232.21,2024-04-20,N
C00671,INV-변액-0013,985,840.88,2023-09-01,N
C00671,INV-펀드-0054,2793,958.41,2025-02-06,N
C00671,INV-연금-0048,2846,950.61,2023-10-16,N
C00671,INV-연금-0085,764,1181.5,2025-03-12,Y
C00672,INV-펀드-0040,224,1234.8,2024-02-25,N
C00672,INV-변액-0037,2240,1081.47,2023-12-03,N
C00673,INV-ET-0079,2642,1058.83,2023-07-03,N
C00673,INV-연금-0041,480,1288.46,2023-06-01,Y
C00678,INV-ET-0043,1390,1285.38,2024-10-14,Y
C00678,INV-연금-0016,518,1386.8,2023-07-27,N
C00678,INV-펀드-0035,1608,1224.59,2025-05-16,Y
C00679,INV-연금-0068,2032,1555.14,2023-12-13,Y
C00680,INV-펀드-0026,1950,1210.62,2025-04-16,Y
C00680,INV-펀드-0052,2822,976.84,2025-02-03,Y
C00680,INV-연금-0021,1068,1145.02,2024-11-24,N
C00682,INV-ET-0051,1182,1612.15,2024-10-24,N
C00682,INV-변액-0049,931,1015.05,2023-11-25,Y
C00682,INV-펀드-0046,2586,1005.48,2024-01-23,N
C00682,INV-연금-0048,2934,1048.7,2023-01-26,N
C00682,INV-ET-0065,1331,1461.64,2025-04-12,Y
C00683,INV-변액-0010,1449,1379.77,2025-06-03,Y
C00684,INV-연금-0059,753,1110.79,2025-05-22,N
C00684,INV-연금-0004,2819,882.98,2024-10-07,N
C00685,INV-변액-0017,2962,1226.64,2023-11-26,N
C00686,INV-ET-0065,1533,1241.31,2025-03-04,N
C00686,INV-ET-0071,1759,1122.98,2024-11-14,N
C00686,INV-변액-0070,1260,1152.98,2023-02-24,N
C00686,INV-연금-0004,218,851.96,2024-05-08,N
C00686,INV-연금-0097,2890,1304.45,2023-10-08,N
C00688,INV-펀드-0054,2514,1040.63,2025-01-28,N
C00688,INV-연금-0066,1904,1286.92,2023-06-29,Y
C00689,INV-변액-0017,751,1192.86,2024-01-19,N
C00689,INV-ET-0042,2676,1126.73,2023-10-14,Y
C00689,INV-ET-0033,1142,936.63,2023-12-24,N
C00689,INV-ET-0022,1608,822.9,2023-02-24,Y
C00689,INV-펀드-0074,113,1045.99,2023-12-07,N
C00691,INV-펀드-0067,1752,1404.33,2025-03-01,Y
C00691,INV-변액-0027,2053,1050.56,2025-05-21,N
C00691,INV-ET-0071,2395,1240.39,2023-03-28,N
C00691,INV-ET-0091,805,1118.28,2023-03-03,Y
C00691,INV-변액-0080,1002,1406.55,2023-11-24,N
C00693,INV-연금-0055,421,882.35,2023-06-09,Y
C00693,INV-펀드-0039,2829,1128.48,2024-05-19,N
C00693,INV-연금-0053,202,1259.82,2023-06-21,N
C00693,INV-변액-0096,1919,1275.33,2023-01-29,N
C00694,INV-ET-0099,2205,1224.35,2024-02-16,N
C00694,INV-ET-0079,1321,1186.28,2024-07-20,N
C00694,INV-ET-0008,2490,1185.67,2023-02-08,Y
C00695,INV-변액-0038,1081,1256.64,2024-11-30,N
C00695,INV-펀드-0046,539,1161.8,2024-05-03,N
C00696,INV-펀드-0011,1814,1181.57,2024-01-13,N
C00696,INV-변액-0080,454,1393.19,2023-10-17,N
C00696,INV-연금-0032,1152,1119.24,2023-02-28,N
C00697,INV-ET-0051,1538,1632.39,2025-02-26,Y
C00698,INV-펀드-0026,2303,1359.08,2024-09-03,N
C00698,INV-ET-0093,2507,1406.59,2023-10-04,Y
C00698,INV-연금-0097,2396,1348.27,2024-05-26,N
C00698,INV-변액-0069,1542,1408.56,2024-01-30,N
C00698,INV-펀드-0035,1421,1153.32,2024-04-17,N
C00699,INV-ET-0087,1500,1525.87,2024-02-27,N
C00699,INV-펀드-0012,2083,1055.16,2023-03-09,N
C00699,INV-펀드-0067,2341,1442.96,2024-09-20,N
C00700,INV-펀드-0026,2117,1249.17,2024-01-08,Y
C00700,INV-변액-0070,504,1029.56,2023-03-06,N
C00700,INV-연금-0032,2634,945.72,2023-07-22,Y
C00700,INV-ET-0003,1773,1211.74,2024-10-10,N
C00700,INV-펀드-0039,602,1333.21,2024-12-05,N
C00701,INV-펀드-0040,976,1342.39,2024-03-26,N
C00701,INV-펀드-0047,2891,1534.89,2025-03-11,Y
C00702,INV-ET-0051,2517,1394.28,2023-07-27,Y
C00702,INV-펀드-0040,904,1283.78,2024-02-13,N
C00702,INV-ET-0075,2886,1249.23,2024-02-06,Y
C00704,INV-ET-0003,376,1155.98,2023-04-15,Y
C00704,INV-ET-0025,274,1509.68,2024-07-02,N
C00704,INV-펀드-0040,2371,1128.13,2024-04-04,Y
C00704,INV-ET-0064,2334,1405.62,2024-10-02,N
C00706,INV-변액-0007,912,1020.25,2023-01-03,N
C00706,INV-펀드-0020,95,1292.92,2024-04-25,Y
C00707,INV-ET-0030,1884,1376.92,2025-05-04,Y
C00707,INV-변액-0084,1242,1065.48,2023-10-26,Y
C00710,INV-ET-0093,2090,1502.67,2024-10-24,N
C00710,INV-ET-0091,858,1034.23,2024-02-27,Y
C00710,INV-펀드-0011,1977,1269.64,2025-02-28,Y
C00710,INV-ET-0030,2910,1303.46,2024-03-07,Y
C00711,INV-ET-0073,2496,1260.59,2024-03-30,N
C00712,INV-펀드-0074,609,1048.51,2024-12-14,N
C00712,INV-연금-0001,2782,1357.04,2023-03-17,N
C00714,INV-변액-0069,1475,1226.89,2023-01-03,N
C00714,INV-펀드-0044,448,1202.83,2024-06-30,N
C00716,INV-ET-0100,2186,1241.58,2024-12-07,Y
C00716,INV-ET-0071,431,1240.37,2024-05-20,Y
C00716,INV-연금-0019,2542,1447.95,2023-07-31,N
C00716,INV-ET-0045,2595,1093.66,2024-11-10,N
C00716,INV-변액-0049,134,1019.88,2025-05-07,Y
C00717,INV-ET-0099,1213,1196.53,2024-04-12,N
C00717,INV-연금-0059,148,1135.33,2024-02-18,N
C00717,INV-ET-0071,1383,1319.94,2023-12-02,Y
C00717,INV-변액-0069,911,1319.92,2023-08-24,N
C00717,INV-펀드-0020,186,1301.84,2023-05-14,Y
C00719,INV-ET-0091,1763,1201.61,2023-05-20,N
C00720,INV-연금-0028,1694,1018.12,2024-05-29,Y
C00720,INV-펀드-0052,2255,1031.94,2025-01-07,N
C00720,INV-펀드-0057,2544,897.99,2023-09-21,N
C00722,INV-연금-0068,1098,1477.88,2024-10-23,N
C00724,INV-연금-0050,822,1309.12,2023-02-20,Y
C00725,INV-ET-0043,1087,1274.22,2023-05-10,N
C00725,INV-펀드-0058,2677,1306.01,2024-05-18,Y
C00725,INV-펀드-0062,86,1415.76,2024-07-02,N
C00728,INV-연금-0004,2290,952.78,2024-06-15,Y
C00729,INV-변액-0013,615,957.35,2023-03-29,N
C00730,INV-변액-0017,60,1130.58,2024-10-01,Y
C00730,INV-ET-0042,1481,1183.95,2023-07-15,N
C00730,INV-ET-0033,2804,986.14,2024-03-08,Y
C00730,INV-변액-0007,1658,860.96,2023-05-29,N
C00730,INV-펀드-0081,2078,1154.04,2023-11-08,Y
C00732,INV-ET-0031,1499,1359.59,2024-10-21,Y
C00732,INV-연금-0050,689,1162.44,2024-11-19,N
C00732,INV-ET-0092,2219,1423.42,2024-06-10,N
C00732,INV-연금-0094,2722,1254.86,2024-10-07,N
C00734,INV-연금-0009,954,1103.86,2023-03-04,N
C00734,INV-ET-0099,565,1280.48,2023-08-21,N
C00735,INV-변액-0049,1667,1009.01,2023-12-16,N
C00735,INV-펀드-0040,2149,1340.92,2024-03-09,N
C00735,INV-펀드-0024,2109,1284.61,2023-04-29,Y
C00736,INV-연금-0094,936,1325.19,2024-12-03,N
C00738,INV-연금-0095,2611,1195.55,2025-04-19,N
C00738,INV-펀드-0040,1851,1248.47,2023-04-10,N
C00740,INV-펀드-0057,1540,908.16,2025-01-14,Y
C00740,INV-ET-0031,881,1502.78,2024-05-22,Y
C00741,INV-변액-0029,927,1171.49,2025-04-08,Y
C00744,INV-펀드-0082,1065,1365.76,2024-09-14,N
C00744,INV-펀드-0058,2553,1298.48,2024-01-06,Y
C00744,INV-연금-0078,2994,1522.15,2024-08-31,N
C00744,INV-펀드-0023,2075,1101.71,2023-03-04,Y
C00744,INV-연금-0021,1836,1196.17,2023-01-04,N
C00745,INV-펀드-0067,1973,1325.4,2024-01-09,N
C00745,INV-변액-0038,2358,1079.88,2023-11-27,Y
C00745,INV-연금-0021,1253,1238.44,2023-04-29,N
C00745,INV-펀드-0011,2273,1098.27,2023-09-15,N
C00751,INV-연금-0014,883,1258.06,2023-04-23,N
C00751,INV-ET-0076,2256,1140.54,2023-07-07,Y
C00751,INV-펀드-0083,871,1197.97,2023-04-27,N
C00751,INV-펀드-0057,221,1058.54,2025-02-18,N
C00751,INV-연금-0068,840,1498.33,2023-06-10,N
C00755,INV-펀드-0054,2167,1072.28,2023-07-20,N
C00755,INV-펀드-0052,396,1028.26,2024-08-21,N
C00755,INV-ET-0043,1099,1471.52,2024-11-06,N
C00755,INV-연금-0016,2306,1276.97,2023-03-31,N
C00756,INV-ET-0064,59,1424.44,2023-01-04,Y
C00756,INV-ET-0076,2750,1144.4,2024-05-21,N
C00756,INV-ET-0003,2942,1116.14,2024-01-13,Y
C00756,INV-연금-0006,1687,1073.68,2024-03-11,N
C00756,INV-연금-0041,287,1165.64,2023-05-09,Y
C00757,INV-변액-0070,1387,984.1,2024-02-01,Y
C00757,INV-펀드-0035,1873,1164.78,2024-05-13,N
C00757,INV-변액-0007,2687,995.96,2023-12-14,N
C00758,INV-연금-0078,304,1425.6,2025-01-18,Y
C00758,INV-펀드-0082,2469,1343.46,2024-01-28,N
C00758,INV-변액-0070,1832,1095.29,2024-08-07,N
C00759,INV-변액-0070,1551,994.9,2024-05-30,N
C00759,INV-펀드-0039,2046,1126.36,2024-11-19,Y
C00759,INV-ET-0018,2995,973.23,2023-10-09,Y
C00759,INV-ET-0092,2854,1549.63,2024-03-14,Y
C00759,INV-변액-0015,2710,1231.02,2024-03-10,Y
C00761,INV-ET-0073,1826,1472.72,2024-08-06,N
C00761,INV-ET-0087,2405,1485.5,2023-03-16,N
C00761,INV-펀드-0012,1123,1142.53,2024-05-05,N
C00762,INV-변액-0070,2553,978.76,2023-01-10,N
C00762,INV-변액-0069,1814,1305.2,2023-07-28,Y
C00762,INV-ET-0003,178,1023.02,2023-10-05,N
C00762,INV-ET-0051,2625,1607.62,2024-03-21,N
C00762,INV-연금-0094,2148,1316.09,2024-12-24,N
C00764,INV-ET-0071,788,1174.32,2024-08-31,Y
C00764,INV-펀드-0058,240,1289.3,2024-04-04,Y
C00764,INV-ET-0003,2319,1077.6,2025-05-26,N
C00764,INV-ET-0018,2224,1137.46,2024-08-03,Y
C00764,INV-변액-0049,2634,974.27,2024-09-20,N
C00765,INV-연금-0001,2299,1347.75,2024-12-10,N
C00765,INV-변액-0038,1755,1204.72,2024-09-10,N
C00765,INV-펀드-0052,2378,971.46,2024-11-03,N
C00766,INV-ET-0064,2766,1439.97,2024-09-04,N
C00766,INV-펀드-0047,1755,1578.83,2024-02-15,Y
C00766,INV-ET-0045,2535,1074.78,2024-11-03,N
C00768,INV-ET-0031,1431,1349.96,2024-08-04,Y
C00768,INV-연금-0053,445,1255.57,2024-09-10,Y
C00768,INV-ET-0042,2379,1251.88,2023-07-02,N
C00769,INV-펀드-0020,2032,1421.63,2024-08-20,N
C00771,INV-펀드-0020,2336,1266.6,2025-01-14,N
C00771,INV-펀드-0035,166,1110.3,2023-07-26,N
C00771,INV-변액-0017,2745,1123.64,2024-12-26,N
C00773,INV-변액-0080,1985,1351.65,2023-10-10,N
C00773,INV-연금-0001,275,1331.47,2023-07-26,N
C00773,INV-펀드-0057,2105,919.0,2024-12-29,N
C00773,INV-펀드-0002,808,1088.92,2024-02-10,N
C00773,INV-연금-0059,928,972.21,2023-10-28,Y
C00774,INV-ET-0064,2456,1305.04,2025-02-28,Y
