tx_id,customer_id,product_id,tx_date,tx_type,units,nav_at_tx,amount_won,channel
TX0002537,C00808,INV-ET-0087,2025-11-22,SELL,386,1583.58,61126188,로보어드바이저
TX0002538,C00508,INV-ET-0071,2025-07-28,BUY,393,1248.01,49046793,HTS
TX0002539,C01127,INV-ET-0030,2024-01-23,SELL,427,1547.11,66061597,MTS
TX0002540,C01435,INV-펀드-0034,2025-05-31,SELL,186,1319.45,24541770,MTS
TX0002541,C01037,INV-펀드-0039,2024-06-24,SELL,357,1200.33,42851781,대면
TX0002542,C01442,INV-ET-0065,2024-08-26,SELL,73,1198.78,8751094,HTS
TX0002543,C01324,INV-ET-0025,2025-07-04,BUY,411,1396.05,57377654,HTS
TX0002544,C01079,INV-ET-0076,2024-07-14,SELL,354,1185.36,41961743,대면
TX0002545,C00698,INV-변액-0088,2024-08-13,SELL,207,1064.27,22030389,MTS
TX0002546,C00667,INV-펀드-0061,2025-08-20,SELL,350,922.74,32295900,대면
TX0002547,C01435,INV-변액-0017,2025-06-30,BUY,60,1207.83,7246979,대면
TX0002548,C01413,INV-연금-0094,2025-06-05,SELL,263,1100.6,28945780,MTS
TX0002549,C00181,INV-변액-0013,2024-01-01,SELL,226,1165.8,26347080,대면
TX0002550,C00936,INV-펀드-0082,2025-04-02,BUY,432,1469.38,63477216,로보어드바이저
TX0002551,C01489,INV-연금-0009,2024-05-04,SELL,42,944.29,3966018,MTS
TX0002552,C01398,INV-연금-0053,2025-08-19,SELL,107,1189.76,12730432,로보어드바이저
TX0002553,C00773,INV-변액-0080,2024-11-25,SELL,468,1592.64,74535552,MTS
TX0002554,C00864,INV-ET-0045,2025-03-14,SELL,75,1343.71,10077825,MTS
TX0002555,C00051,INV-펀드-0082,2025-07-13,SELL,429,1601.97,68724513,로보어드바이저
TX0002556,C01052,INV-ET-0018,2024-09-20,BUY,421,986.78,41543438,MTS
TX0002557,C00552,INV-연금-0085,2025-03-15,SELL,131,1308.48,17141088,대면
TX0002558,C00856,INV-연금-0060,2025-11-20,BUY,51,1411.49,7198599,HTS
TX0002559,C00550,INV-ET-0042,2024-04-28,BUY,295,1160.11,34223244,MTS
TX0002560,C00268,INV-연금-0028,2025-04-30,SELL,303,1079.17,32698851,로보어드바이저
TX0002561,C00564,INV-펀드-0046,2025-06-24,BUY,48,1068.63,5129424,HTS
TX0002562,C00066,INV-연금-0097,2025-10-31,SELL,487,1655.94,80644278,MTS
TX0002563,C00217,INV-연금-0068,2025-04-06,SELL,423,1289.16,54531468,MTS
TX0002564,C01228,INV-연금-0036,2025-04-10,SELL,315,1109.09,34936335,로보어드바이저
TX0002565,C00714,INV-ET-0042,2025-12-02,SELL,21,1455.16,3055836,대면
TX0002566,C00942,INV-펀드-0063,2025-01-24,SELL,435,1559.19,67824765,로보어드바이저
TX0002567,C00154,INV-ET-0093,2024-03-18,SELL,96,1404.08,13479168,MTS
TX0002568,C00184,INV-연금-0095,2024-03-26,BUY,221,1238.88,27379248,대면
TX0002569,C00208,INV-펀드-0074,2024-10-27,SELL,139,1228.54,17076706,로보어드바이저
TX0002570,C01406,INV-ET-0042,2025-10-10,SELL,105,1233.9,12955950,대면
TX0002571,C00771,INV-펀드-0057,2024-08-19,BUY,345,1010.88,34875360,로보어드바이저
TX0002572,C00537,INV-ET-0025,2025-12-03,SELL,387,1645.68,63687816,로보어드바이저
TX0002573,C00338,INV-펀드-0058,2024-01-10,SELL,373,1465.95,54679935,로보어드바이저
TX0002574,C01102,INV-변액-0013,2024-06-08,SELL,31,809.2,2508520,대면
TX0002575,C01222,INV-연금-0085,2024-10-11,BUY,58,1348.08,7818864,HTS
TX0002576,C01128,INV-ET-0030,2024-11-09,SELL,47,1084.54,5097338,MTS
TX0002577,C00741,INV-펀드-0046,2025-06-06,SELL,71,1099.6,7807159,HTS
TX0002578,C00712,INV-변액-0080,2024-03-31,BUY,371,1337.52,49621992,대면
TX0002579,C00587,INV-변액-0080,2025-02-14,SELL,430,1481.16,63689880,HTS
TX0002580,C00688,INV-ET-0003,2024-11-29,BUY,221,1383.74,30580653,대면
TX0002581,C01018,INV-연금-0048,2025-11-20,SELL,181,1072.91,19419671,대면
TX0002582,C01036,INV-연금-0053,2025-08-22,SELL,339,1143.7,38771430,MTS
TX0002583,C01213,INV-ET-0025,2025-11-15,SELL,436,1728.08,75344288,로보어드바이저
TX0002584,C01182,INV-연금-0048,2024-02-18,SELL,361,1149.06,41481066,로보어드바이저
TX0002585,C00348,INV-펀드-0054,2025-02-27,SELL,182,1142.25,20788950,MTS
TX0002586,C01164,INV-연금-0032,2025-03-25,BUY,437,1068.5,46693450,HTS
TX0002587,C00562,INV-연금-0048,2025-10-18,BUY,10,1186.66,1186660,HTS
TX0002588,C00115,INV-변액-0017,2025-06-26,BUY,192,1335.22,25636224,로보어드바이저
TX0002589,C00480,INV-변액-0080,2025-06-17,SELL,250,1576.44,39411000,HTS
TX0002590,C01295,INV-펀드-0023,2024-12-23,SELL,489,1324.0,64743600,로보어드바이저
TX0002591,C01078,INV-변액-0037,2025-12-19,BUY,103,1090.24,11229472,MTS
TX0002592,C00055,INV-ET-0090,2025-05-01,SELL,333,940.26,31310658,대면
TX0002593,C00552,INV-펀드-0083,2024-04-26,SELL,431,1354.21,58366451,로보어드바이저
TX0002594,C00517,INV-펀드-0035,2024-02-18,SELL,454,1368.17,62114918,HTS
TX0002595,C01472,INV-펀드-0020,2025-06-27,BUY,303,1311.28,39731784,로보어드바이저
TX0002596,C00724,INV-변액-0015,2024-07-28,SELL,338,1161.45,39257010,MTS
TX0002597,C01015,INV-ET-0075,2024-04-30,SELL,148,1119.54,16569191,HTS
TX0002598,C00483,INV-ET-0065,2025-11-02,BUY,356,1421.73,50613588,대면
TX0002599,C01130,INV-변액-0088,2024-07-04,BUY,44,1294.66,5696504,대면
TX0002600,C00557,INV-연금-0050,2025-10-14,BUY,148,1527.76,22610848,로보어드바이저
TX0002601,C00571,INV-ET-0003,2025-05-14,BUY,364,1218.67,44359588,MTS
TX0002602,C00879,INV-펀드-0035,2025-01-12,BUY,288,1378.56,39702528,MTS
TX0002603,C00795,INV-ET-0086,2024-09-23,BUY,25,1261.93,3154825,MTS
TX0002604,C00365,INV-ET-0065,2025-02-24,BUY,432,1324.65,57224880,로보어드바이저
TX0002605,C00915,INV-펀드-0034,2024-04-21,BUY,499,1120.62,55918937,대면
TX0002606,C00894,INV-연금-0078,2024-02-12,SELL,308,1263.52,38916416,로보어드바이저
TX0002607,C00594,INV-펀드-0040,2024-11-27,SELL,481,1473.51,70875831,로보어드바이저
TX0002608,C00845,INV-연금-0077,2024-01-25,SELL,322,968.82,31196004,대면
TX0002609,C00234,INV-변액-0017,2025-04-29,SELL,51,1411.44,7198344,로보어드바이저
TX0002610,C00125,INV-변액-0049,2024-03-15,SELL,419,905.42,37937098,HTS
TX0002611,C01456,INV-ET-0090,2025-08-31,BUY,200,1034.86,20697199,대면
TX0002612,C00535,INV-ET-0064,2025-06-17,SELL,329,1174.39,38637431,MTS
TX0002613,C00111,INV-연금-0055,2024-06-07,SELL,156,1182.13,18441228,로보어드바이저
TX0002614,C00813,INV-ET-0025,2025-12-19,SELL,167,1590.3,26558009,로보어드바이저
TX0002615,C00075,INV-변액-0080,2024-09-14,SELL,232,1650.3,38286960,대면
TX0002616,C00299,INV-펀드-0056,2025-01-11,SELL,459,1145.11,52560549,대면
TX0002617,C00608,INV-ET-0033,2024-04-13,SELL,338,1083.63,36626694,MTS
TX0002618,C00757,INV-연금-0095,2024-01-10,SELL,87,1420.68,12359916,HTS
TX0002619,C01240,INV-연금-0019,2025-04-29,BUY,461,1421.67,65538987,MTS
TX0002620,C00834,INV-변액-0038,2025-02-02,BUY,392,1183.3,46385360,로보어드바이저
TX0002621,C00264,INV-펀드-0023,2025-09-20,BUY,74,1065.96,7888104,MTS
TX0002622,C00680,INV-ET-0025,2025-09-18,BUY,422,1340.59,56572898,대면
TX0002623,C01031,INV-연금-0089,2024-07-02,SELL,396,1053.08,41701968,MTS
TX0002624,C00098,INV-연금-0016,2024-07-03,SELL,499,1580.54,78868946,대면
TX0002625,C00458,INV-연금-0019,2025-03-01,SELL,414,1545.1,63967139,대면
TX0002626,C01107,INV-연금-0009,2024-04-27,SELL,43,875.26,3763618,HTS
TX0002627,C00561,INV-펀드-0056,2025-05-25,SELL,217,1071.08,23242436,HTS
TX0002628,C00053,INV-펀드-0020,2025-03-03,BUY,224,1245.43,27897632,HTS
TX0002629,C00505,INV-ET-0073,2024-01-21,BUY,157,1726.28,27102596,로보어드바이저
TX0002630,C00523,INV-ET-0071,2024-03-28,BUY,373,1371.49,51156577,MTS
TX0002631,C01431,INV-펀드-0026,2025-03-22,SELL,71,1366.54,9702434,MTS
TX0002632,C01315,INV-펀드-0026,2024-08-30,BUY,301,1384.01,41658701,로보어드바이저
TX0002633,C00168,INV-연금-0097,2024-08-22,SELL,372,1534.47,57082284,대면
TX0002634,C00038,INV-ET-0090,2025-10-31,BUY,383,1082.78,41470474,HTS
TX0002635,C00774,INV-ET-0064,2025-04-21,BUY,322,1638.18,52749396,대면
TX0002636,C00793,INV-연금-0041,2025-07-24,SELL,417,1442.06,60133902,MTS
TX0002637,C00819,INV-펀드-0052,2025-09-25,SELL,74,1128.2,8348680,MTS
TX0002638,C00886,INV-연금-0059,2024-11-06,BUY,404,1118.27,45178108,로보어드바이저
TX0002639,C01135,INV-변액-0069,2025-11-27,SELL,469,1121.85,52614764,대면
TX0002640,C00086,INV-연금-0060,2024-09-29,BUY,82,1525.37,12508034,대면
TX0002641,C00254,INV-펀드-0061,2024-03-06,SELL,95,1036.91,9850645,MTS
TX0002642,C01187,INV-연금-0016,2025-02-19,BUY,284,1315.94,37372696,대면
TX0002643,C00209,INV-연금-0006,2025-01-05,SELL,83,1363.35,11315804,MTS
TX0002644,C00984,INV-ET-0005,2024-06-25,BUY,233,1573.71,36667443,대면
TX0002645,C01395,INV-연금-0048,2025-08-17,BUY,329,1174.43,38638747,대면
TX0002646,C00469,INV-펀드-0072,2025-11-23,BUY,298,1104.79,32922742,로보어드바이저
TX0002647,C01466,INV-연금-0068,2025-07-02,BUY,204,1666.73,34001292,HTS
TX0002648,C00710,INV-변액-0038,2025-09-26,SELL,434,1256.88,54548592,HTS
TX0002649,C00805,INV-펀드-0082,2025-07-31,BUY,459,1510.94,69352146,HTS
TX0002650,C01430,INV-변액-0037,2025-08-20,SELL,161,894.57,14402577,로보어드바이저
TX0002651,C00209,INV-연금-0053,2024-10-26,BUY,214,1470.32,31464848,로보어드바이저
TX0002652,C01144,INV-변액-0007,2024-09-24,SELL,330,1125.35,37136549,로보어드바이저
TX0002653,C01436,INV-펀드-0026,2024-11-28,SELL,400,1437.86,57514400,HTS
TX0002654,C01447,INV-연금-0028,2024-12-11,BUY,347,1225.83,42536300,대면
TX0002655,C00917,INV-ET-0086,2024-01-27,SELL,84,1261.33,10595172,대면
TX0002656,C00679,INV-ET-0093,2024-02-08,SELL,97,1332.16,12921952,로보어드바이저
TX0002657,C01186,INV-변액-0007,2025-10-31,SELL,128,939.71,12028288,로보어드바이저
TX0002658,C00120,INV-변액-0080,2024-05-05,BUY,212,1601.56,33953072,로보어드바이저
TX0002659,C00235,INV-펀드-0083,2024-08-15,SELL,263,1244.06,32718777,대면
TX0002660,C00064,INV-펀드-0058,2024-11-29,SELL,339,1262.43,42796377,HTS
TX0002661,C01058,INV-펀드-0072,2024-08-20,BUY,76,865.37,6576812,MTS
TX0002662,C01337,INV-변액-0027,2024-09-19,SELL,168,1231.67,20692056,HTS
TX0002663,C01036,INV-펀드-0011,2025-03-28,SELL,391,1148.53,44907523,로보어드바이저
TX0002664,C01348,INV-ET-0075,2024-02-29,SELL,248,1230.55,30517639,HTS
TX0002665,C01148,INV-변액-0007,2024-03-06,SELL,393,812.34,31924962,대면
TX0002666,C00734,INV-연금-0053,2025-02-16,BUY,62,1174.66,7282892,로보어드바이저
TX0002667,C00566,INV-연금-0050,2024-04-26,BUY,109,1349.93,14714237,HTS
TX0002668,C00987,INV-변액-0096,2024-11-17,SELL,44,1415.34,6227496,로보어드바이저
TX0002669,C00601,INV-변액-0029,2025-11-22,SELL,409,1191.71,48740939,대면
TX0002670,C00415,INV-ET-0045,2025-01-26,SELL,378,942.62,35631036,HTS
TX0002671,C01311,INV-연금-0055,2025-05-04,BUY,481,881.27,42389087,대면
TX0002672,C01317,INV-펀드-0057,2024-04-28,SELL,252,1201.97,30289644,대면
TX0002673,C00914,INV-변액-0049,2025-04-03,BUY,389,1223.96,47612044,MTS
TX0002674,C01352,INV-펀드-0020,2025-07-25,BUY,229,1510.1,34581290,대면
TX0002675,C00064,INV-연금-0014,2024-07-08,SELL,441,1382.98,60989418,MTS
TX0002676,C00545,INV-펀드-0012,2024-07-17,BUY,37,1156.65,4279605,HTS
TX0002677,C00798,INV-ET-0100,2025-03-16,BUY,43,1075.63,4625209,HTS
TX0002678,C00963,INV-연금-0036,2024-01-15,SELL,16,876.73,1402768,대면
TX0002679,C00791,INV-펀드-0063,2025-07-25,SELL,158,1223.17,19326086,HTS
TX0002680,C00254,INV-ET-0091,2025-07-17,BUY,116,1304.89,15136724,HTS
TX0002681,C00441,INV-ET-0051,2024-03-15,SELL,460,1708.39,78585940,로보어드바이저
TX0002682,C00668,INV-ET-0043,2025-09-12,BUY,273,1456.06,39750438,HTS
TX0002683,C00856,INV-변액-0096,2024-03-19,SELL,14,1449.42,2029188,HTS
TX0002684,C01268,INV-ET-0031,2025-07-29,BUY,178,1529.65,27227770,HTS
TX0002685,C00012,INV-연금-0095,2024-03-22,BUY,233,1207.43,28133119,대면
TX0002686,C00234,INV-연금-0085,2024-06-11,SELL,371,1410.15,52316565,대면
TX0002687,C00609,INV-ET-0045,2025-06-08,SELL,249,1161.41,28919109,MTS
TX0002688,C00550,INV-ET-0030,2024-08-08,BUY,29,1411.04,4092015,MTS
TX0002689,C00566,INV-변액-0029,2025-03-05,BUY,383,1115.54,42725182,MTS
TX0002690,C01311,INV-펀드-0058,2024-05-20,BUY,213,1398.89,29796357,HTS
TX0002691,C00704,INV-연금-0097,2025-09-15,BUY,80,1340.04,10720320,HTS
TX0002692,C00247,INV-ET-0092,2025-08-04,BUY,267,1540.17,41122539,대면
TX0002693,C00876,INV-연금-0050,2025-11-01,BUY,390,1078.72,42070080,대면
TX0002694,C00610,INV-연금-0014,2024-04-20,SELL,438,1394.22,61066836,MTS
TX0002695,C00284,INV-펀드-0058,2024-03-28,SELL,320,1250.52,40016640,대면
TX0002696,C00921,INV-연금-0014,2025-01-12,BUY,299,1510.68,45169332,MTS
TX0002697,C00469,INV-펀드-0040,2024-09-16,SELL,29,1243.84,3607136,HTS
TX0002698,C01224,INV-변액-0080,2025-08-27,BUY,476,1265.86,60254936,MTS
TX0002699,C01285,INV-펀드-0046,2024-04-30,SELL,18,1108.3,1994939,HTS
TX0002700,C00640,INV-연금-0028,2025-04-23,BUY,215,1088.53,23403395,MTS
TX0002701,C00724,INV-펀드-0056,2025-05-24,BUY,366,1399.73,51230118,대면
TX0002702,C00550,INV-펀드-0054,2024-08-14,SELL,331,968.9,32070589,MTS
TX0002703,C00402,INV-변액-0029,2024-01-24,SELL,189,1044.42,19739538,HTS
TX0002704,C00053,INV-변액-0088,2025-10-27,SELL,22,1175.7,2586540,대면
TX0002705,C00765,INV-변액-0013,2024-09-10,SELL,27,1099.79,2969433,로보어드바이저
TX0002706,C01090,INV-펀드-0098,2025-09-08,SELL,460,1585.26,72921960,로보어드바이저
TX0002707,C01344,INV-변액-0027,2024-09-20,BUY,396,942.15,37309140,MTS
TX0002708,C01435,INV-변액-0080,2024-05-23,BUY,46,1640.59,7546714,MTS
TX0002709,C00121,INV-펀드-0062,2024-09-22,BUY,469,1450.34,68020946,대면
TX0002710,C00083,INV-펀드-0040,2025-11-21,SELL,114,1498.74,17085636,HTS
TX0002711,C00889,INV-변액-0007,2024-02-07,SELL,282,979.06,27609492,HTS
TX0002712,C01419,INV-변액-0088,2024-06-19,BUY,401,1352.01,54215601,HTS
TX0002713,C00154,INV-연금-0006,2024-08-11,SELL,365,1007.9,36788350,대면
TX0002714,C00825,INV-ET-0071,2025-12-04,BUY,464,1160.18,53832352,로보어드바이저
TX0002715,C00354,INV-펀드-0081,2024-12-20,BUY,116,1138.96,13211936,로보어드바이저
TX0002716,C00185,INV-연금-0009,2024-12-20,BUY,427,1041.33,44464791,HTS
TX0002717,C00881,INV-ET-0005,2025-11-19,BUY,241,1478.74,35637634,MTS
TX0002718,C01220,INV-변액-0017,2025-04-19,BUY,35,1302.06,4557210,로보어드바이저
TX0002719,C00247,INV-연금-0077,2025-10-03,SELL,488,1079.23,52666424,로보어드바이저
TX0002720,C01461,INV-펀드-0002,2025-07-07,BUY,322,944.95,30427390,HTS
TX0002721,C00941,INV-연금-0059,2024-08-24,SELL,136,1111.4,15115040,MTS
TX0002722,C00543,INV-연금-0055,2024-01-26,BUY,367,1083.87,39778029,로보어드바이저
TX0002723,C00215,INV-펀드-0023,2024-05-08,BUY,461,1334.85,61536585,MTS
TX0002724,C00399,INV-펀드-0002,2024-04-13,BUY,40,1178.52,4714080,MTS
TX0002725,C00426,INV-ET-0091,2024-04-02,SELL,308,1058.87,32613195,대면
TX0002726,C01482,INV-펀드-0023,2024-11-21,BUY,90,1047.39,9426510,MTS
TX0002727,C00631,INV-연금-0055,2024-07-01,SELL,330,1011.48,33378840,HTS
TX0002728,C01171,INV-변액-0037,2024-09-16,BUY,447,957.05,42780135,MTS
TX0002729,C01263,INV-연금-0095,2025-05-25,SELL,43,1591.45,6843235,로보어드바이저
TX0002730,C01357,INV-펀드-0044,2024-10-22,BUY,102,1142.75,11656050,대면
TX0002731,C00067,INV-펀드-0012,2025-11-10,BUY,331,1274.66,42191246,로보어드바이저
TX0002732,C00395,INV-변액-0037,2025-03-27,SELL,409,1003.93,41060737,로보어드바이저
TX0002733,C00889,INV-ET-0018,2024-01-15,SELL,12,1057.53,1269036,대면
TX0002734,C00812,INV-펀드-0052,2024-11-01,BUY,349,932.02,32527498,MTS
TX0002735,C00935,INV-펀드-0020,2025-12-20,BUY,256,1543.11,39503616,로보어드바이저
TX0002736,C00702,INV-ET-0075,2024-12-19,SELL,74,1460.29,10806146,대면
TX0002737,C00655,INV-변액-0015,2024-06-28,SELL,336,1487.3,49973280,HTS
TX0002738,C00451,INV-펀드-0067,2024-06-08,BUY,241,1569.25,37818925,로보어드바이저
TX0002739,C00581,INV-연금-0050,2024-03-30,SELL,152,1231.03,18711656,로보어드바이저
TX0002740,C00653,INV-연금-0009,2024-09-10,BUY,82,1140.28,9350296,HTS
TX0002741,C00104,INV-변액-0049,2025-10-30,SELL,65,1035.73,6732245,HTS
TX0002742,C00356,INV-변액-0088,2025-05-06,SELL,323,1009.17,32596190,HTS
TX0002743,C00327,INV-연금-0066,2025-06-12,SELL,448,1525.75,68353600,대면
TX0002744,C01264,INV-연금-0006,2024-01-17,SELL,77,1097.91,8453907,대면
TX0002745,C01059,INV-ET-0031,2024-09-15,BUY,491,1353.33,66448502,HTS
TX0002746,C01150,INV-펀드-0020,2025-11-21,BUY,249,1558.55,38807895,MTS
TX0002747,C01194,INV-연금-0055,2025-04-14,SELL,124,949.71,11776404,HTS
TX0002748,C00915,INV-펀드-0047,2024-03-29,SELL,96,1250.84,12008063,로보어드바이저
TX0002749,C01261,INV-펀드-0040,2025-02-26,SELL,316,1169.57,36958412,대면
TX0002750,C01144,INV-펀드-0054,2024-05-12,SELL,33,1264.71,4173543,로보어드바이저
TX0002751,C01312,INV-연금-0097,2024-10-28,BUY,239,1516.0,36232400,MTS
TX0002752,C01016,INV-ET-0003,2024-04-21,SELL,485,1195.52,57982719,로보어드바이저
TX0002753,C00864,INV-펀드-0056,2025-08-08,SELL,46,1233.49,5674054,로보어드바이저
TX0002754,C00398,INV-ET-0031,2024-11-06,BUY,39,1529.81,5966259,HTS
TX0002755,C01004,INV-ET-0008,2025-07-12,SELL,270,1359.42,36704340,MTS
TX0002756,C00835,INV-ET-0031,2025-12-06,SELL,148,1515.11,22423628,HTS
TX0002757,C00401,INV-ET-0042,2025-08-04,SELL,311,1158.97,36043967,HTS
TX0002758,C00217,INV-연금-0014,2024-09-16,SELL,289,1267.85,36640865,로보어드바이저
TX0002759,C01361,INV-변액-0017,2025-11-09,BUY,484,1291.03,62485852,대면
TX0002760,C01476,INV-변액-0069,2025-03-14,SELL,167,1477.05,24666735,로보어드바이저
TX0002761,C00461,INV-펀드-0081,2025-09-28,SELL,89,1135.81,10108709,대면
TX0002762,C00469,INV-ET-0065,2024-12-02,BUY,131,1640.24,21487144,대면
TX0002763,C00091,INV-펀드-0054,2025-09-04,BUY,112,1231.53,13793135,HTS
TX0002764,C01479,INV-연금-0089,2024-02-12,SELL,203,879.81,17860143,MTS
TX0002765,C00304,INV-변액-0029,2025-05-12,SELL,282,1150.95,32456790,대면
TX0002766,C00385,INV-연금-0066,2025-04-07,BUY,487,1368.6,66650819,HTS
TX0002767,C00138,INV-ET-0030,2024-10-25,SELL,442,1528.51,67560142,대면
TX0002768,C00459,INV-연금-0089,2025-09-15,BUY,35,1237.75,4332125,대면
TX0002769,C00735,INV-변액-0027,2024-06-23,BUY,63,1133.16,7138908,대면
TX0002770,C01295,INV-ET-0064,2024-10-10,BUY,236,1643.19,38779284,로보어드바이저
TX0002771,C00560,INV-ET-0092,2025-04-12,SELL,22,1779.07,3913954,HTS
TX0002772,C00415,INV-ET-0092,2025-02-12,SELL,87,1679.84,14614607,HTS
TX0002773,C01165,INV-펀드-0002,2025-03-01,SELL,442,1120.77,49538034,대면
TX0002774,C00369,INV-펀드-0082,2025-03-25,SELL,156,1525.63,23799828,로보어드바이저
TX0002775,C00003,INV-변액-0084,2025-10-04,SELL,85,910.23,7736955,MTS
TX0002776,C01269,INV-ET-0042,2025-10-01,BUY,163,1268.83,20681928,대면
TX0002777,C00780,INV-ET-0099,2024-06-02,BUY,394,1435.7,56566580,대면
TX0002778,C01044,INV-연금-0028,2024-10-16,BUY,450,1095.92,49316400,대면
TX0002779,C00441,INV-ET-0005,2024-03-28,SELL,463,1615.11,74779593,MTS
TX0002780,C01408,INV-ET-0025,2025-06-10,SELL,42,1300.85,5463570,대면
TX0002781,C00464,INV-펀드-0062,2024-04-10,BUY,87,1588.12,13816644,HTS
TX0002782,C01395,INV-펀드-0081,2024-05-08,SELL,38,1325.05,5035190,HTS
TX0002783,C00053,INV-연금-0059,2025-01-27,BUY,355,1205.0,42777500,대면
TX0002784,C01190,INV-ET-0076,2024-04-16,BUY,49,1085.34,5318166,로보어드바이저
TX0002785,C00447,INV-펀드-0063,2025-02-26,SELL,447,1148.3,51329010,MTS
TX0002786,C01490,INV-펀드-0040,2024-12-07,SELL,157,1065.3,16725210,로보어드바이저
TX0002787,C01000,INV-ET-0022,2024-07-31,SELL,38,1034.37,3930606,로보어드바이저
TX0002788,C00229,INV-변액-0027,2024-07-14,SELL,491,1079.36,52996575,HTS
TX0002789,C00444,INV-펀드-0063,2024-03-14,SELL,259,1544.22,39995298,HTS
TX0002790,C01263,INV-연금-0048,2025-06-05,BUY,406,1125.13,45680278,로보어드바이저
TX0002791,C00100,INV-ET-0022,2024-08-05,SELL,71,1119.83,7950792,대면
TX0002792,C00764,INV-연금-0097,2024-05-08,BUY,111,1528.44,16965684,MTS
TX0002793,C00764,INV-ET-0025,2025-12-12,SELL,482,1722.73,83035586,MTS
TX0002794,C01416,INV-연금-0019,2024-03-18,BUY,247,1718.2,42439540,로보어드바이저
TX0002795,C01487,INV-변액-0015,2024-04-24,BUY,86,1228.09,10561574,대면
TX0002796,C00402,INV-변액-0013,2024-01-14,BUY,345,1088.29,37546005,HTS
TX0002797,C00111,INV-연금-0095,2024-07-11,BUY,415,1321.4,54838100,대면
TX0002798,C00951,INV-펀드-0046,2025-04-23,SELL,223,1149.69,25638087,MTS
TX0002799,C00299,INV-변액-0010,2025-01-29,BUY,378,1451.21,54855738,MTS
TX0002800,C00453,INV-연금-0016,2025-11-19,BUY,156,1456.91,22727796,대면
TX0002801,C00521,INV-ET-0086,2025-06-08,BUY,318,1032.36,32829048,로보어드바이저
TX0002802,C01500,INV-연금-0032,2024-12-22,BUY,118,1024.74,12091932,HTS
TX0002803,C00323,INV-펀드-0047,2024-12-28,BUY,329,1732.76,57007804,대면
TX0002804,C01075,INV-연금-0036,2024-06-11,SELL,492,1009.41,49662972,HTS
TX0002805,C00641,INV-연금-0032,2024-11-13,BUY,396,1076.5,42629400,대면
TX0002806,C00724,INV-펀드-0012,2025-07-05,SELL,320,1124.41,35981120,로보어드바이저
TX0002807,C00545,INV-연금-0014,2025-07-03,BUY,86,1581.89,13604254,대면
TX0002808,C00344,INV-연금-0041,2024-10-19,SELL,171,1415.18,24199578,로보어드바이저
TX0002809,C00923,INV-연금-0028,2025-01-09,BUY,291,1104.16,32131056,HTS
TX0002810,C00648,INV-펀드-0098,2024-01-29,BUY,161,1294.54,20842094,대면
TX0002811,C01224,INV-펀드-0020,2024-04-16,SELL,118,1358.11,16025697,대면
TX0002812,C00741,INV-펀드-0034,2025-09-18,SELL,251,976.55,24511405,MTS
TX0002813,C00897,INV-ET-0091,2025-03-29,BUY,192,1301.57,24990144,로보어드바이저
TX0002814,C00026,INV-ET-0043,2025-04-26,BUY,418,1161.67,48557806,대면
TX0002815,C00548,INV-ET-0030,2024-05-31,BUY,326,1503.11,49001386,HTS
TX0002816,C00107,INV-연금-0053,2025-09-17,BUY,26,1107.08,2878408,MTS
TX0002817,C00093,INV-펀드-0039,2024-01-23,BUY,257,1447.63,37204091,MTS
TX0002818,C01131,INV-연금-0028,2024-09-04,BUY,50,1016.23,5081150,HTS
TX0002819,C00853,INV-ET-0090,2025-11-06,BUY,23,1313.74,3021602,HTS
TX0002820,C01239,INV-연금-0089,2025-03-12,SELL,225,976.36,21968100,MTS
TX0002821,C00722,INV-ET-0045,2024-12-10,BUY,147,1265.61,18604467,대면
TX0002822,C00668,INV-펀드-0054,2024-09-01,BUY,36,1018.67,3667211,대면
TX0002823,C01194,INV-ET-0073,2025-07-23,BUY,452,1269.85,57397219,MTS
TX0002824,C00137,INV-ET-0022,2024-05-12,BUY,302,1070.5,32329100,로보어드바이저
TX0002825,C00741,INV-펀드-0062,2025-11-11,BUY,410,1433.96,58792360,로보어드바이저
TX0002826,C00145,INV-ET-0086,2025-09-21,SELL,488,1000.1,48804880,로보어드바이저
TX0002827,C00299,INV-연금-0006,2025-10-01,SELL,154,1230.67,18952318,대면
TX0002828,C00522,INV-변액-0049,2024-10-21,BUY,151,917.86,13859686,대면
TX0002829,C00831,INV-연금-0006,2025-08-11,SELL,484,1042.15,50440060,HTS
TX0002830,C00686,INV-펀드-0024,2025-04-11,BUY,339,1431.91,48541749,MTS
TX0002831,C01286,INV-변액-0010,2025-11-11,BUY,241,1684.79,40603439,대면
TX0002832,C01480,INV-연금-0066,2025-01-31,BUY,238,1378.07,32798065,MTS
TX0002833,C00856,INV-변액-0027,2024-11-24,SELL,36,1215.78,4376808,로보어드바이저
TX0002834,C00120,INV-펀드-0056,2025-05-10,BUY,487,1060.97,51669239,대면
TX0002835,C00116,INV-연금-0048,2024-04-20,SELL,191,1222.22,23344402,HTS
TX0002836,C00376,INV-펀드-0062,2024-09-25,BUY,275,1708.64,46987600,MTS
TX0002837,C00809,INV-연금-0055,2025-04-27,SELL,128,940.37,12036736,MTS
TX0002838,C00550,INV-ET-0043,2025-11-09,BUY,168,1387.72,23313696,대면
TX0002839,C01211,INV-ET-0018,2024-08-05,SELL,371,1106.24,41041504,대면
TX0002840,C01071,INV-변액-0084,2025-10-06,SELL,382,952.83,36398106,로보어드바이저
