policy_id,customer_id,product_code,product_name,insurer,category,status,start_date,monthly_premium,scenario_code
P002329,C00654,GH-AU-0046,광화종합 자동차표준형1,광화종합,자동차,정상유지,2023-06-22,101331,중복_실손
P002330,C00654,DA-PN-0079,다올화재 연금표준형1,다올화재,연금,정상유지,2021-07-24,168729,중복_실손
P002331,C00655,SS-CH-0094,삼산라이프 어린이실속형2,삼산라이프,어린이,정상유지,2024-09-29,64465,중복_실손
P002332,C00655,GH-PN-0060,광화종합 연금프리미엄4,광화종합,연금,정상유지,2022-01-08,156264,공백_배상
P002333,C00655,DB-WL-0120,동백해상 종신표준형1,동백해상,종신,정상유지,2022-12-13,82609,정상
P002334,C00655,GH-HE-0050,광화종합 실손실속형1,광화종합,실손,정상유지,2022-12-13,15034,공백_사망
P002335,C00655,GH-TR-0066,광화종합 여행자기본형3,광화종합,여행자,정상유지,2021-01-16,14775,중복_실손
P002336,C00656,IR-WL-0142,이레생명 종신기본형3,이레생명,종신,정상유지,2023-12-02,189151,공백_배상
P002337,C00656,IR-FI-0146,이레생명 화재프리미엄1,이레생명,화재,정상유지,2024-01-06,16684,중복_자차
P002338,C00656,SS-TR-0108,삼산라이프 여행자기본형2,삼산라이프,여행자,정상유지,2023-07-10,8902,중복_자차
P002339,C00656,CU-PN-0039,청우손해 연금기본형1,청우손해,연금,정상유지,2024-03-02,176228,공백_사망
P002340,C00656,DA-CH-0070,다올화재 어린이표준형1,다올화재,어린이,정상유지,2021-05-11,56748,공백_배상
P002341,C00657,DA-PN-0081,다올화재 연금기본형3,다올화재,연금,정상유지,2022-04-20,198291,중복_자차
P002342,C00657,HB-AU-0001,한빛생명 자동차표준형1,한빛생명,자동차,정상유지,2021-06-03,105163,공백_배상
P002343,C00657,HB-TR-0022,한빛생명 여행자표준형2,한빛생명,여행자,정상유지,2021-11-12,9624,정상
P002344,C00658,DB-HE-0117,동백해상 실손프리미엄2,동백해상,실손,정상유지,2021-02-27,43319,정상
P002345,C00658,DA-WL-0078,다올화재 종신기본형3,다올화재,종신,정상유지,2021-10-02,164870,공백_사망
P002346,C00659,GH-PN-0057,광화종합 연금실속형1,광화종합,연금,정상유지,2023-06-28,225697,정상
P002347,C00659,GH-TR-0067,광화종합 여행자기본형4,광화종합,여행자,정상유지,2024-07-26,4935,공백_사망
P002348,C00659,SS-WL-0100,삼산라이프 종신실속형3,삼산라이프,종신,정상유지,2025-04-24,212307,중복_자차
P002349,C00660,IR-WL-0140,이레생명 종신실속형1,이레생명,종신,정상유지,2024-05-21,139246,중복_자차
P002350,C00660,SS-PN-0104,삼산라이프 연금기본형3,삼산라이프,연금,정상유지,2024-04-25,253758,정상
P002351,C00660,IR-FI-0147,이레생명 화재기본형2,이레생명,화재,정상유지,2021-03-25,23605,공백_사망
P002352,C00661,BD-TR-0171,백두손해 여행자기본형2,백두손해,여행자,정상유지,2024-11-28,3514,공백_사망
P002353,C00661,SS-PN-0103,삼산라이프 연금실속형2,삼산라이프,연금,정상유지,2024-05-24,318638,정상
P002354,C00662,HB-FI-0017,한빛생명 화재프리미엄1,한빛생명,화재,정상유지,2021-01-25,10814,정상
P002355,C00662,HB-WL-0012,한빛생명 종신프리미엄4,한빛생명,종신,정상유지,2023-08-25,207312,중복_실손
P002356,C00663,BD-PN-0167,백두손해 연금표준형2,백두손해,연금,정상유지,2022-01-01,326776,중복_자차
P002357,C00663,SS-TR-0109,삼산라이프 여행자기본형3,삼산라이프,여행자,정상유지,2022-06-19,3898,공백_사망
P002358,C00663,SS-HE-0096,삼산라이프 실손실속형2,삼산라이프,실손,정상유지,2023-07-15,23518,공백_배상
P002359,C00663,SS-WL-0098,삼산라이프 종신프리미엄1,삼산라이프,종신,정상유지,2025-04-21,182251,공백_사망
P002360,C00663,DA-FI-0086,다올화재 화재표준형4,다올화재,화재,정상유지,2023-02-14,8133,공백_사망
P002361,C00664,CU-PN-0039,청우손해 연금기본형1,청우손해,연금,정상유지,2022-11-25,176228,중복_실손
P002362,C00664,DA-FI-0083,다올화재 화재프리미엄1,다올화재,화재,정상유지,2023-05-13,22272,공백_사망
P002363,C00664,SS-CH-0093,삼산라이프 어린이기본형1,삼산라이프,어린이,정상유지,2023-05-08,26711,중복_실손
P002364,C00664,SS-WL-0099,삼산라이프 종신실속형2,삼산라이프,종신,정상유지,2022-06-04,234393,공백_사망
P002365,C00665,CU-FI-0042,청우손해 화재실속형2,청우손해,화재,정상유지,2021-01-14,26233,중복_자차
P002366,C00665,HB-AU-0001,한빛생명 자동차표준형1,한빛생명,자동차,정상유지,2025-03-28,105163,중복_실손
P002367,C00665,DA-WL-0078,다올화재 종신기본형3,다올화재,종신,정상유지,2024-07-01,164870,공백_배상
P002368,C00665,SS-PN-0102,삼산라이프 연금기본형1,삼산라이프,연금,정상유지,2024-01-21,107739,중복_실손
P002369,C00665,CU-CH-0030,청우손해 어린이프리미엄4,청우손해,어린이,정상유지,2021-12-18,60349,중복_실손
P002370,C00666,BD-WL-0164,백두손해 종신실속형3,백두손해,종신,정상유지,2022-01-16,185104,중복_자차
P002371,C00666,DB-TR-0128,동백해상 여행자실속형1,동백해상,여행자,정상유지,2025-02-01,8326,공백_배상
P002372,C00667,IR-TR-0149,이레생명 여행자프리미엄1,이레생명,여행자,정상유지,2021-09-15,14160,공백_배상
P002373,C00667,DA-HE-0075,다올화재 실손프리미엄3,다올화재,실손,정상유지,2021-02-04,34611,공백_배상
P002374,C00667,HB-PN-0015,한빛생명 연금실속형3,한빛생명,연금,정상유지,2021-06-13,126223,중복_실손
P002375,C00667,BD-WL-0164,백두손해 종신실속형3,백두손해,종신,정상유지,2024-09-30,185104,공백_사망
P002376,C00668,IR-AU-0132,이레생명 자동차실속형3,이레생명,자동차,정상유지,2022-01-07,47562,공백_사망
P002377,C00668,CU-WL-0036,청우손해 종신실속형2,청우손해,종신,정상유지,2022-01-05,257173,정상
P002378,C00668,IR-FI-0147,이레생명 화재기본형2,이레생명,화재,정상유지,2023-10-17,23605,공백_배상
P002379,C00669,BD-TR-0170,백두손해 여행자프리미엄1,백두손해,여행자,정상유지,2024-11-17,9767,정상
P002380,C00669,HB-AU-0002,한빛생명 자동차표준형2,한빛생명,자동차,정상유지,2024-01-25,66788,공백_사망
P002381,C00669,HB-HE-0007,한빛생명 실손실속형1,한빛생명,실손,정상유지,2023-06-23,23783,중복_실손
P002382,C00669,DA-FI-0086,다올화재 화재표준형4,다올화재,화재,정상유지,2024-12-16,8133,정상
P002383,C00669,DB-PN-0124,동백해상 연금표준형2,동백해상,연금,정상유지,2025-01-02,287729,정상
P002384,C00670,GH-HE-0051,광화종합 실손실속형2,광화종합,실손,정상유지,2021-08-13,30990,중복_실손
P002385,C00670,GH-PN-0058,광화종합 연금기본형2,광화종합,연금,정상유지,2021-02-03,134044,중복_실손
P002386,C00670,SS-FI-0105,삼산라이프 화재실속형1,삼산라이프,화재,정상유지,2023-06-08,26382,중복_실손
P002387,C00671,GH-PN-0058,광화종합 연금기본형2,광화종합,연금,정상유지,2024-08-16,134044,공백_사망
P002388,C00671,GH-AU-0046,광화종합 자동차표준형1,광화종합,자동차,정상유지,2021-01-10,101331,공백_사망
P002389,C00672,GH-AU-0047,광화종합 자동차기본형2,광화종합,자동차,정상유지,2021-08-15,117678,공백_사망
P002390,C00672,BD-HE-0160,백두손해 실손표준형2,백두손해,실손,정상유지,2021-07-05,31324,정상
P002391,C00672,BD-CH-0158,백두손해 어린이기본형3,백두손해,어린이,정상유지,2022-02-08,68943,중복_실손
P002392,C00672,GH-PN-0060,광화종합 연금프리미엄4,광화종합,연금,정상유지,2024-11-17,156264,정상
P002393,C00673,BD-HE-0160,백두손해 실손표준형2,백두손해,실손,정상유지,2024-07-03,31324,공백_사망
P002394,C00673,GH-PN-0057,광화종합 연금실속형1,광화종합,연금,정상유지,2022-05-14,225697,중복_자차
P002395,C00673,BD-AU-0152,백두손해 자동차표준형1,백두손해,자동차,정상유지,2022-06-13,56856,정상
P002396,C00673,BD-CH-0156,백두손해 어린이프리미엄1,백두손해,어린이,정상유지,2023-02-06,54900,정상
P002397,C00674,BD-AU-0153,백두손해 자동차실속형2,백두손해,자동차,정상유지,2023-03-02,82742,정상
P002398,C00674,DB-FI-0126,동백해상 화재프리미엄2,동백해상,화재,정상유지,2025-02-01,22225,정상
P002399,C00674,BD-CH-0158,백두손해 어린이기본형3,백두손해,어린이,정상유지,2023-04-09,68943,공백_사망
P002400,C00674,DB-TR-0129,동백해상 여행자표준형2,동백해상,여행자,정상유지,2021-10-28,14747,중복_실손
P002401,C00674,IR-PN-0145,이레생명 연금실속형3,이레생명,연금,정상유지,2025-02-19,364662,공백_배상
P002402,C00675,HB-PN-0015,한빛생명 연금실속형3,한빛생명,연금,정상유지,2022-09-16,126223,중복_실손
P002403,C00675,IR-HE-0137,이레생명 실손표준형2,이레생명,실손,정상유지,2025-05-02,57903,중복_실손
P002404,C00675,BD-CH-0157,백두손해 어린이표준형2,백두손해,어린이,정상유지,2024-02-05,74248,정상
P002405,C00676,GH-WL-0056,광화종합 종신기본형3,광화종합,종신,정상유지,2023-01-23,209336,정상
P002406,C00676,SS-PN-0103,삼산라이프 연금실속형2,삼산라이프,연금,정상유지,2023-09-24,318638,중복_자차
P002407,C00676,GH-TR-0067,광화종합 여행자기본형4,광화종합,여행자,정상유지,2021-05-26,4935,정상
P002408,C00676,IR-CH-0134,이레생명 어린이프리미엄2,이레생명,어린이,정상유지,2023-10-19,76251,정상
P002409,C00676,HB-HE-0007,한빛생명 실손실속형1,한빛생명,실손,정상유지,2023-06-25,23783,정상
P002410,C00677,GH-TR-0067,광화종합 여행자기본형4,광화종합,여행자,정상유지,2021-06-15,4935,중복_자차
P002411,C00677,SS-FI-0106,삼산라이프 화재기본형2,삼산라이프,화재,정상유지,2024-06-29,31092,정상
P002412,C00678,CU-WL-0035,청우손해 종신프리미엄1,청우손해,종신,정상유지,2024-01-15,255576,공백_사망
P002413,C00678,DA-FI-0083,다올화재 화재프리미엄1,다올화재,화재,정상유지,2022-08-21,22272,중복_자차
P002414,C00678,IR-CH-0135,이레생명 어린이표준형3,이레생명,어린이,정상유지,2022-09-29,51970,정상
P002415,C00679,DA-HE-0074,다올화재 실손프리미엄2,다올화재,실손,정상유지,2024-05-17,56519,중복_자차
P002416,C00679,HB-AU-0001,한빛생명 자동차표준형1,한빛생명,자동차,정상유지,2022-02-01,105163,중복_실손
P002417,C00679,GH-WL-0056,광화종합 종신기본형3,광화종합,종신,정상유지,2023-05-18,209336,중복_자차
P002418,C00679,DB-PN-0123,동백해상 연금기본형1,동백해상,연금,정상유지,2024-08-17,205519,공백_사망
P002419,C00680,DA-HE-0074,다올화재 실손프리미엄2,다올화재,실손,정상유지,2021-01-30,56519,공백_배상
P002420,C00680,CU-TR-0045,청우손해 여행자프리미엄3,청우손해,여행자,정상유지,2022-05-31,5022,중복_자차
P002421,C00680,HB-PN-0014,한빛생명 연금기본형2,한빛생명,연금,정상유지,2024-02-13,313790,공백_사망
P002422,C00680,GH-FI-0062,광화종합 화재실속형2,광화종합,화재,정상유지,2022-01-21,27780,중복_자차
P002423,C00681,HB-TR-0023,한빛생명 여행자실속형3,한빛생명,여행자,정상유지,2024-09-21,12546,공백_배상
P002424,C00681,HB-AU-0002,한빛생명 자동차표준형2,한빛생명,자동차,정상유지,2022-11-06,66788,공백_사망
P002425,C00681,DB-FI-0125,동백해상 화재프리미엄1,동백해상,화재,정상유지,2022-06-15,9505,중복_실손
P002426,C00681,IR-PN-0145,이레생명 연금실속형3,이레생명,연금,정상유지,2023-11-13,364662,정상
P002427,C00681,CU-HE-0033,청우손해 실손실속형3,청우손해,실손,정상유지,2024-05-05,27026,중복_실손
P002428,C00682,CU-WL-0035,청우손해 종신프리미엄1,청우손해,종신,정상유지,2022-08-17,255576,중복_자차
P002429,C00682,DA-CH-0071,다올화재 어린이기본형2,다올화재,어린이,정상유지,2023-02-12,42213,정상
P002430,C00682,DB-AU-0111,동백해상 자동차기본형1,동백해상,자동차,정상유지,2022-04-22,93623,공백_배상
P002431,C00682,IR-HE-0137,이레생명 실손표준형2,이레생명,실손,정상유지,2021-12-25,57903,중복_자차
P002432,C00682,DA-FI-0084,다올화재 화재프리미엄2,다올화재,화재,정상유지,2021-07-12,16541,공백_배상
P002433,C00683,DA-CH-0071,다올화재 어린이기본형2,다올화재,어린이,정상유지,2024-07-12,42213,중복_자차
P002434,C00683,CU-TR-0043,청우손해 여행자실속형1,청우손해,여행자,정상유지,2021-03-22,13209,공백_배상
P002435,C00683,IR-FI-0147,이레생명 화재기본형2,이레생명,화재,정상유지,2023-04-04,23605,중복_실손
P002436,C00684,BD-CH-0156,백두손해 어린이프리미엄1,백두손해,어린이,정상유지,2023-09-16,54900,공백_배상
P002437,C00684,HB-FI-0018,한빛생명 화재표준형2,한빛생명,화재,정상유지,2023-02-08,8831,정상
P002438,C00685,BD-WL-0164,백두손해 종신실속형3,백두손해,종신,정상유지,2023-01-28,185104,중복_자차
P002439,C00685,SS-AU-0092,삼산라이프 자동차실속형4,삼산라이프,자동차,정상유지,2023-05-05,76176,공백_사망
P002440,C00685,BD-CH-0158,백두손해 어린이기본형3,백두손해,어린이,정상유지,2025-01-02,68943,중복_자차
P002441,C00686,CU-CH-0029,청우손해 어린이실속형3,청우손해,어린이,정상유지,2021-02-11,61873,정상
P002442,C00686,BD-FI-0169,백두손해 화재기본형2,백두손해,화재,정상유지,2025-03-15,22666,중복_실손
P002443,C00686,IR-HE-0139,이레생명 실손프리미엄4,이레생명,실손,정상유지,2022-01-19,44105,정상
P002444,C00686,DB-AU-0112,동백해상 자동차프리미엄2,동백해상,자동차,정상유지,2025-05-17,79376,중복_실손
P002445,C00686,SS-PN-0102,삼산라이프 연금기본형1,삼산라이프,연금,정상유지,2021-10-05,107739,공백_사망
P002446,C00687,SS-HE-0095,삼산라이프 실손프리미엄1,삼산라이프,실손,정상유지,2022-12-18,48934,공백_배상
P002447,C00687,SS-AU-0092,삼산라이프 자동차실속형4,삼산라이프,자동차,정상유지,2023-09-05,76176,공백_배상
P002448,C00688,DA-AU-0069,다올화재 자동차프리미엄2,다올화재,자동차,정상유지,2022-12-18,108331,공백_배상
P002449,C00688,GH-TR-0067,광화종합 여행자기본형4,광화종합,여행자,정상유지,2024-02-19,4935,중복_자차
P002450,C00689,HB-TR-0022,한빛생명 여행자표준형2,한빛생명,여행자,정상유지,2023-05-07,9624,공백_배상
P002451,C00689,CU-WL-0038,청우손해 종신기본형4,청우손해,종신,정상유지,2025-01-03,204656,공백_배상
P002452,C00689,DA-PN-0082,다올화재 연금기본형4,다올화재,연금,정상유지,2024-10-13,163670,공백_배상
P002453,C00690,CU-AU-0024,청우손해 자동차기본형1,청우손해,자동차,정상유지,2022-11-24,88046,정상
P002454,C00690,GH-CH-0049,광화종합 어린이실속형2,광화종합,어린이,정상유지,2024-02-21,63321,중복_자차
P002455,C00690,IR-HE-0136,이레생명 실손프리미엄1,이레생명,실손,정상유지,2022-08-23,41562,중복_자차
P002456,C00691,GH-TR-0067,광화종합 여행자기본형4,광화종합,여행자,정상유지,2023-09-02,4935,공백_배상
P002457,C00691,IR-HE-0137,이레생명 실손표준형2,이레생명,실손,정상유지,2024-03-24,57903,중복_실손
P002458,C00691,SS-CH-0094,삼산라이프 어린이실속형2,삼산라이프,어린이,정상유지,2022-10-11,64465,정상
P002459,C00691,HB-FI-0018,한빛생명 화재표준형2,한빛생명,화재,정상유지,2024-12-25,8831,중복_실손
P002460,C00692,CU-PN-0040,청우손해 연금실속형2,청우손해,연금,정상유지,2025-04-07,238099,공백_배상
P002461,C00692,BD-AU-0155,백두손해 자동차프리미엄4,백두손해,자동차,정상유지,2023-08-31,112780,공백_사망
P002462,C00692,IR-CH-0134,이레생명 어린이프리미엄2,이레생명,어린이,정상유지,2022-05-15,76251,정상
P002463,C00692,GH-TR-0065,광화종합 여행자기본형2,광화종합,여행자,정상유지,2024-12-13,8698,공백_배상
P002464,C00692,BD-HE-0161,백두손해 실손표준형3,백두손해,실손,정상유지,2021-05-15,28961,중복_실손
P002465,C00693,IR-HE-0136,이레생명 실손프리미엄1,이레생명,실손,정상유지,2022-11-01,41562,중복_실손
P002466,C00693,SS-CH-0094,삼산라이프 어린이실속형2,삼산라이프,어린이,정상유지,2023-04-05,64465,중복_실손
P002467,C00693,DB-FI-0126,동백해상 화재프리미엄2,동백해상,화재,정상유지,2024-03-16,22225,공백_사망
P002468,C00693,CU-PN-0039,청우손해 연금기본형1,청우손해,연금,정상유지,2021-02-26,176228,공백_사망
P002469,C00693,BD-WL-0162,백두손해 종신기본형1,백두손해,종신,정상유지,2025-02-26,205799,정상
P002470,C00694,DB-PN-0124,동백해상 연금표준형2,동백해상,연금,정상유지,2021-12-18,287729,중복_자차
P002471,C00694,HB-WL-0009,한빛생명 종신실속형1,한빛생명,종신,정상유지,2024-01-26,229963,공백_사망
P002472,C00694,CU-HE-0034,청우손해 실손기본형4,청우손해,실손,정상유지,2024-12-08,33902,중복_실손
P002473,C00694,HB-TR-0022,한빛생명 여행자표준형2,한빛생명,여행자,정상유지,2021-11-01,9624,정상
P002474,C00694,CU-FI-0041,청우손해 화재기본형1,청우손해,화재,정상유지,2023-05-23,10125,정상
P002475,C00695,IR-AU-0130,이레생명 자동차기본형1,이레생명,자동차,정상유지,2023-01-08,58565,중복_실손
P002476,C00695,CU-CH-0027,청우손해 어린이실속형1,청우손해,어린이,정상유지,2024-02-05,50615,중복_자차
P002477,C00695,DA-HE-0075,다올화재 실손프리미엄3,다올화재,실손,정상유지,2024-03-29,34611,중복_실손
P002478,C00696,BD-HE-0159,백두손해 실손기본형1,백두손해,실손,정상유지,2024-05-17,24791,공백_사망
P002479,C00696,SS-PN-0102,삼산라이프 연금기본형1,삼산라이프,연금,정상유지,2022-05-20,107739,중복_실손
P002480,C00696,GH-FI-0063,광화종합 화재프리미엄3,광화종합,화재,정상유지,2025-01-27,23154,중복_자차
P002481,C00696,CU-CH-0027,청우손해 어린이실속형1,청우손해,어린이,정상유지,2024-01-01,50615,중복_자차
P002482,C00696,SS-TR-0108,삼산라이프 여행자기본형2,삼산라이프,여행자,정상유지,2023-05-02,8902,정상
P002483,C00697,CU-CH-0030,청우손해 어린이프리미엄4,청우손해,어린이,정상유지,2025-05-19,60349,중복_실손
P002484,C00697,SS-HE-0095,삼산라이프 실손프리미엄1,삼산라이프,실손,정상유지,2023-11-22,48934,정상
P002485,C00697,BD-WL-0164,백두손해 종신실속형3,백두손해,종신,정상유지,2024-09-25,185104,정상
P002486,C00697,GH-FI-0062,광화종합 화재실속형2,광화종합,화재,정상유지,2024-08-23,27780,중복_실손
P002487,C00697,HB-TR-0023,한빛생명 여행자실속형3,한빛생명,여행자,정상유지,2023-05-12,12546,중복_자차
P002488,C00698,DB-TR-0129,동백해상 여행자표준형2,동백해상,여행자,정상유지,2024-07-01,14747,정상
P002489,C00698,SS-AU-0092,삼산라이프 자동차실속형4,삼산라이프,자동차,정상유지,2024-06-18,76176,공백_사망
P002490,C00698,BD-HE-0161,백두손해 실손표준형3,백두손해,실손,정상유지,2023-10-17,28961,정상
P002491,C00698,GH-PN-0058,광화종합 연금기본형2,광화종합,연금,정상유지,2023-01-01,134044,중복_실손
P002492,C00698,DA-CH-0071,다올화재 어린이기본형2,다올화재,어린이,정상유지,2022-12-04,42213,정상
P002493,C00699,CU-WL-0036,청우손해 종신실속형2,청우손해,종신,정상유지,2021-08-11,257173,정상
P002494,C00699,DA-FI-0083,다올화재 화재프리미엄1,다올화재,화재,정상유지,2022-01-11,22272,중복_실손
P002495,C00699,GH-HE-0050,광화종합 실손실속형1,광화종합,실손,정상유지,2023-08-10,15034,정상
P002496,C00700,SS-CH-0093,삼산라이프 어린이기본형1,삼산라이프,어린이,정상유지,2025-03-09,26711,중복_실손
P002497,C00700,IR-WL-0142,이레생명 종신기본형3,이레생명,종신,정상유지,2024-07-20,189151,중복_자차
P002498,C00700,IR-HE-0136,이레생명 실손프리미엄1,이레생명,실손,정상유지,2023-12-09,41562,중복_실손
P002499,C00700,DB-TR-0128,동백해상 여행자실속형1,동백해상,여행자,정상유지,2024-05-31,8326,공백_배상
P002500,C00700,HB-PN-0016,한빛생명 연금기본형4,한빛생명,연금,정상유지,2022-04-03,112831,중복_자차
P002501,C00701,SS-WL-0100,삼산라이프 종신실속형3,삼산라이프,종신,정상유지,2022-01-18,212307,정상
P002502,C00701,GH-HE-0051,광화종합 실손실속형2,광화종합,실손,정상유지,2021-01-13,30990,공백_사망
P002503,C00702,SS-HE-0096,삼산라이프 실손실속형2,삼산라이프,실손,정상유지,2025-05-01,23518,정상
P002504,C00702,CU-CH-0029,청우손해 어린이실속형3,청우손해,어린이,정상유지,2024-07-07,61873,공백_사망
P002505,C00702,IR-TR-0151,이레생명 여행자프리미엄3,이레생명,여행자,정상유지,2023-01-20,3665,중복_자차
P002506,C00703,IR-TR-0150,이레생명 여행자기본형2,이레생명,여행자,정상유지,2025-04-04,13492,중복_자차
P002507,C00703,CU-CH-0028,청우손해 어린이기본형2,청우손해,어린이,정상유지,2021-11-17,63090,중복_자차
P002508,C00703,BD-FI-0168,백두손해 화재표준형1,백두손해,화재,정상유지,2025-02-02,32849,공백_사망
P002509,C00703,DA-PN-0080,다올화재 연금표준형2,다올화재,연금,정상유지,2022-10-28,157871,공백_배상
P002510,C00704,HB-AU-0002,한빛생명 자동차표준형2,한빛생명,자동차,정상유지,2024-05-30,66788,정상
P002511,C00704,DB-PN-0123,동백해상 연금기본형1,동백해상,연금,정상유지,2025-01-29,205519,중복_실손
P002512,C00704,GH-TR-0066,광화종합 여행자기본형3,광화종합,여행자,정상유지,2025-04-09,14775,공백_사망
P002513,C00704,CU-CH-0027,청우손해 어린이실속형1,청우손해,어린이,정상유지,2023-07-02,50615,정상
P002514,C00704,IR-HE-0139,이레생명 실손프리미엄4,이레생명,실손,정상유지,2023-04-24,44105,중복_실손
P002515,C00705,SS-AU-0091,삼산라이프 자동차표준형3,삼산라이프,자동차,정상유지,2024-07-30,62331,중복_실손
P002516,C00705,SS-HE-0097,삼산라이프 실손프리미엄3,삼산라이프,실손,정상유지,2024-03-09,36287,공백_배상
P002517,C00705,SS-TR-0108,삼산라이프 여행자기본형2,삼산라이프,여행자,정상유지,2024-06-14,8902,공백_배상
P002518,C00706,HB-CH-0004,한빛생명 어린이기본형1,한빛생명,어린이,정상유지,2021-01-09,84794,중복_자차
P002519,C00706,DB-TR-0129,동백해상 여행자표준형2,동백해상,여행자,정상유지,2021-09-11,14747,공백_사망
P002520,C00706,IR-FI-0146,이레생명 화재프리미엄1,이레생명,화재,정상유지,2023-08-22,16684,중복_실손
P002521,C00706,GH-HE-0053,광화종합 실손표준형4,광화종합,실손,정상유지,2025-04-24,27569,정상
P002522,C00707,CU-HE-0032,청우손해 실손기본형2,청우손해,실손,정상유지,2021-10-31,48506,정상
P002523,C00707,IR-PN-0145,이레생명 연금실속형3,이레생명,연금,정상유지,2021-01-06,364662,공백_사망
P002524,C00707,GH-TR-0066,광화종합 여행자기본형3,광화종합,여행자,정상유지,2022-12-02,14775,정상
P002525,C00708,GH-FI-0062,광화종합 화재실속형2,광화종합,화재,정상유지,2022-11-01,27780,공백_배상
P002526,C00708,DA-WL-0076,다올화재 종신기본형1,다올화재,종신,정상유지,2021-01-03,94669,공백_사망
P002527,C00708,DB-CH-0115,동백해상 어린이프리미엄3,동백해상,어린이,정상유지,2024-05-19,64871,중복_자차
P002528,C00709,DA-CH-0070,다올화재 어린이표준형1,다올화재,어린이,정상유지,2024-06-01,56748,공백_사망
P002529,C00709,DA-PN-0081,다올화재 연금기본형3,다올화재,연금,정상유지,2025-04-29,198291,정상
P002530,C00709,HB-TR-0021,한빛생명 여행자기본형1,한빛생명,여행자,정상유지,2021-04-04,3749,공백_사망
P002531,C00710,IR-HE-0138,이레생명 실손프리미엄3,이레생명,실손,정상유지,2022-10-05,39693,공백_사망
P002532,C00710,CU-CH-0028,청우손해 어린이기본형2,청우손해,어린이,정상유지,2022-04-14,63090,중복_실손
P002533,C00710,GH-TR-0066,광화종합 여행자기본형3,광화종합,여행자,정상유지,2023-05-16,14775,중복_실손
P002534,C00710,SS-WL-0098,삼산라이프 종신프리미엄1,삼산라이프,종신,정상유지,2022-02-01,182251,중복_실손
P002535,C00711,CU-TR-0043,청우손해 여행자실속형1,청우손해,여행자,정상유지,2022-06-29,13209,중복_자차
P002536,C00711,DA-AU-0069,다올화재 자동차프리미엄2,다올화재,자동차,정상유지,2023-10-07,108331,공백_배상
P002537,C00711,HB-FI-0018,한빛생명 화재표준형2,한빛생명,화재,정상유지,2022-06-16,8831,정상
P002538,C00712,DA-FI-0083,다올화재 화재프리미엄1,다올화재,화재,정상유지,2021-03-07,22272,중복_자차
P002539,C00712,GH-HE-0053,광화종합 실손표준형4,광화종합,실손,정상유지,2021-02-27,27569,정상
P002540,C00712,DB-TR-0128,동백해상 여행자실속형1,동백해상,여행자,정상유지,2023-06-14,8326,공백_배상
P002541,C00712,SS-CH-0094,삼산라이프 어린이실속형2,삼산라이프,어린이,정상유지,2022-05-18,64465,중복_자차
P002542,C00712,HB-WL-0011,한빛생명 종신표준형3,한빛생명,종신,정상유지,2025-02-08,144769,중복_자차
P002543,C00713,HB-PN-0015,한빛생명 연금실속형3,한빛생명,연금,정상유지,2022-08-22,126223,중복_자차
P002544,C00713,DA-WL-0077,다올화재 종신기본형2,다올화재,종신,정상유지,2021-12-02,173859,정상
P002545,C00713,CU-AU-0026,청우손해 자동차실속형3,청우손해,자동차,정상유지,2023-12-18,116341,중복_실손
P002546,C00714,GH-HE-0051,광화종합 실손실속형2,광화종합,실손,정상유지,2022-05-15,30990,정상
P002547,C00714,IR-TR-0150,이레생명 여행자기본형2,이레생명,여행자,정상유지,2021-07-04,13492,공백_배상
P002548,C00715,SS-TR-0110,삼산라이프 여행자프리미엄4,삼산라이프,여행자,정상유지,2025-03-14,12748,공백_배상
P002549,C00715,SS-HE-0097,삼산라이프 실손프리미엄3,삼산라이프,실손,정상유지,2024-08-16,36287,중복_자차
P002550,C00715,DA-PN-0082,다올화재 연금기본형4,다올화재,연금,정상유지,2023-11-14,163670,중복_실손
P002551,C00715,GH-WL-0056,광화종합 종신기본형3,광화종합,종신,정상유지,2024-11-27,209336,정상
P002552,C00715,HB-FI-0020,한빛생명 화재기본형4,한빛생명,화재,정상유지,2022-06-14,29119,정상
P002553,C00716,HB-FI-0020,한빛생명 화재기본형4,한빛생명,화재,정상유지,2021-09-28,29119,공백_사망
P002554,C00716,SS-AU-0092,삼산라이프 자동차실속형4,삼산라이프,자동차,정상유지,2023-05-14,76176,중복_자차
P002555,C00717,IR-AU-0132,이레생명 자동차실속형3,이레생명,자동차,정상유지,2023-09-29,47562,중복_자차
P002556,C00717,DA-HE-0073,다올화재 실손기본형1,다올화재,실손,정상유지,2022-12-22,25116,공백_사망
P002557,C00718,CU-HE-0031,청우손해 실손표준형1,청우손해,실손,정상유지,2023-07-14,19006,중복_실손
P002558,C00718,BD-PN-0167,백두손해 연금표준형2,백두손해,연금,정상유지,2024-03-04,326776,정상
P002559,C00718,BD-FI-0169,백두손해 화재기본형2,백두손해,화재,정상유지,2022-02-26,22666,공백_사망
P002560,C00719,BD-CH-0156,백두손해 어린이프리미엄1,백두손해,어린이,정상유지,2025-01-03,54900,공백_사망
P002561,C00719,DA-FI-0086,다올화재 화재표준형4,다올화재,화재,정상유지,2021-06-11,8133,공백_배상
P002562,C00719,HB-WL-0010,한빛생명 종신표준형2,한빛생명,종신,정상유지,2025-01-23,207131,공백_배상
P002563,C00720,SS-TR-0107,삼산라이프 여행자프리미엄1,삼산라이프,여행자,정상유지,2023-03-14,4264,공백_배상
