policy_id,coverage_code,coverage_name,coverage_group,insured_amount,deductible_flag,rider_flag
P002840,P002840-CV1,통원치료비,자녀상해질병,500000000,Y,N
P002840,P002840-CV2,입원일당,자녀상해질병,500000000,Y,N
P002840,P002840-CV3,골절진단비,자녀상해질병,500000000,Y,Y
P002840,P002840-RD1,입원일당확장,특약보강,5000000,N,Y
P002841,P002841-CV1,무보험차상해,자차손해,100000000,N,N
P002841,P002841-CV2,자기신체사고,자차손해,50000000,N,N
P002841,P002841-CV3,대인배상,자동차배상,500000000,Y,N
P002841,P002841-RD1,운전자벌금,특약보강,20000000,N,Y
P002841,P002841-RD2,해외의료확장,특약보강,20000000,N,Y
P002842,P002842-CV1,대물배상,화재재산,100000000,N,N
P002842,P002842-CV2,도난손해,화재재산,50000000,Y,N
P002842,P002842-CV3,가재도구,화재재산,500000000,N,N
P002842,P002842-RD1,치과보강특약,특약보강,5000000,N,Y
P002842,P002842-RD2,입원일당확장,특약보강,10000000,N,Y
P002843,P002843-CV1,일반사망,사망보장,10000000,N,N
P002843,P002843-CV2,암진단자금,사망보장,200000000,N,N
P002843,P002843-CV3,재해사망,사망보장,100000000,N,N
P002843,P002843-RD1,해외의료확장,특약보강,5000000,N,Y
P002844,P002844-CV1,휴대품손해,여행자보장,30000000,N,N
P002844,P002844-CV2,배상책임,여행자보장,10000000,N,N
P002844,P002844-CV3,여행지연,여행자보장,50000000,N,Y
P002844,P002844-RD1,해외의료확장,특약보강,20000000,N,Y
P002844,P002844-RD2,치과보강특약,특약보강,10000000,N,Y
P002845,P002845-CV1,어린이암진단비,자녀상해질병,200000000,N,N
P002845,P002845-CV2,골절진단비,자녀상해질병,10000000,N,N
P002845,P002845-CV3,배상책임,자녀상해질병,10000000,N,Y
P002846,P002846-CV1,최저보증이율,노후연금,30000000,N,N
P002846,P002846-CV2,연금개시,노후연금,30000000,Y,N
P002846,P002846-CV3,조기해지환급금,노후연금,50000000,Y,Y
P002846,P002846-RD1,해외의료확장,특약보강,10000000,N,Y
P002846,P002846-RD2,암진단가산,특약보강,10000000,N,Y
P002847,P002847-CV1,건물화재,화재재산,200000000,N,N
P002847,P002847-CV2,가재도구,화재재산,500000000,N,N
P002847,P002847-CV3,도난손해,화재재산,100000000,Y,N
P002847,P002847-RD1,치과보강특약,특약보강,20000000,N,Y
P002848,P002848-CV1,통원의료비,실손의료,50000000,N,N
P002848,P002848-CV2,입원의료비,실손의료,200000000,N,N
P002848,P002848-CV3,상급병실차액,실손의료,10000000,Y,Y
P002848,P002848-RD1,입원일당확장,특약보강,20000000,N,Y
P002849,P002849-CV1,입원일당,자녀상해질병,100000000,N,N
P002849,P002849-CV2,배상책임,자녀상해질병,200000000,N,N
P002849,P002849-CV3,어린이암진단비,자녀상해질병,10000000,N,N
P002849,P002849-RD1,치과보강특약,특약보강,10000000,N,Y
P002850,P002850-CV1,재해사망,사망보장,100000000,N,N
P002850,P002850-CV2,고도후유장해,사망보장,500000000,Y,N
P002850,P002850-CV3,뇌출혈진단,사망보장,100000000,Y,N
P002851,P002851-CV1,여행지연,여행자보장,50000000,Y,N
P002851,P002851-CV2,해외의료비,여행자보장,50000000,N,N
P002851,P002851-CV3,휴대품손해,여행자보장,50000000,N,N
P002852,P002852-CV1,대인배상,자동차배상,10000000,N,N
P002852,P002852-CV2,무보험차상해,자차손해,50000000,Y,N
P002852,P002852-CV3,대물배상,자동차배상,10000000,N,N
P002852,P002852-RD1,입원일당확장,특약보강,5000000,N,Y
P002853,P002853-CV1,입원일당,자녀상해질병,100000000,N,N
P002853,P002853-CV2,어린이암진단비,자녀상해질병,500000000,Y,N
P002853,P002853-CV3,골절진단비,자녀상해질병,200000000,N,Y
P002853,P002853-RD1,암진단가산,특약보강,20000000,N,Y
P002854,P002854-CV1,연금개시,노후연금,50000000,N,N
P002854,P002854-CV2,최저보증이율,노후연금,200000000,N,N
P002854,P002854-CV3,노후소득보장,노후연금,30000000,N,N
P002854,P002854-RD1,입원일당확장,특약보강,20000000,N,Y
P002854,P002854-RD2,치과보강특약,특약보강,20000000,N,Y
P002855,P002855-CV1,무보험차상해,자차손해,100000000,Y,N
P002855,P002855-CV2,자기신체사고,자차손해,10000000,N,N
P002855,P002855-CV3,대인배상,자동차배상,200000000,N,N
P002856,P002856-CV1,비급여의료비,실손의료,500000000,Y,N
P002856,P002856-CV2,상급병실차액,실손의료,200000000,Y,N
P002856,P002856-CV3,급여의료비,실손의료,30000000,N,N
P002856,P002856-RD1,해외의료확장,특약보강,20000000,N,Y
P002857,P002857-CV1,배상책임,여행자보장,500000000,N,N
P002857,P002857-CV2,휴대품손해,여행자보장,200000000,N,N
P002857,P002857-CV3,항공기납치,여행자보장,50000000,Y,Y
P002857,P002857-RD1,해외의료확장,특약보강,20000000,N,Y
P002858,P002858-CV1,대인배상,자동차배상,100000000,N,N
P002858,P002858-CV2,대물배상,자동차배상,10000000,N,N
P002858,P002858-CV3,무보험차상해,자차손해,30000000,Y,N
P002859,P002859-CV1,여행지연,여행자보장,10000000,N,N
P002859,P002859-CV2,항공기납치,여행자보장,100000000,N,N
P002859,P002859-CV3,휴대품손해,여행자보장,50000000,Y,N
P002859,P002859-RD1,입원일당확장,특약보강,5000000,N,Y
P002859,P002859-RD2,치과보강특약,특약보강,5000000,N,Y
P002860,P002860-CV1,급여의료비,실손의료,10000000,N,N
P002860,P002860-CV2,통원의료비,실손의료,30000000,Y,N
P002860,P002860-CV3,입원의료비,실손의료,500000000,N,Y
P002860,P002860-RD1,치과보강특약,특약보강,5000000,N,Y
P002860,P002860-RD2,암진단가산,특약보강,10000000,N,Y
P002861,P002861-CV1,임시거주비,화재재산,30000000,N,N
P002861,P002861-CV2,도난손해,화재재산,100000000,Y,N
P002861,P002861-CV3,대물배상,화재재산,100000000,N,Y
P002861,P002861-RD1,암진단가산,특약보강,5000000,N,Y
P002861,P002861-RD2,운전자벌금,특약보강,5000000,N,Y
P002862,P002862-CV1,해외의료비,여행자보장,200000000,Y,N
P002862,P002862-CV2,휴대품손해,여행자보장,10000000,Y,N
P002862,P002862-CV3,배상책임,여행자보장,30000000,Y,Y
P002862,P002862-RD1,치과보강특약,특약보강,5000000,N,Y
P002862,P002862-RD2,암진단가산,특약보강,5000000,N,Y
P002863,P002863-CV1,뇌출혈진단,사망보장,30000000,N,N
P002863,P002863-CV2,재해사망,사망보장,200000000,N,N
P002863,P002863-CV3,고도후유장해,사망보장,30000000,N,N
P002863,P002863-RD1,암진단가산,특약보강,20000000,N,Y
P002863,P002863-RD2,입원일당확장,특약보강,20000000,N,Y
P002864,P002864-CV1,대물배상,화재재산,100000000,Y,N
P002864,P002864-CV2,도난손해,화재재산,10000000,Y,N
P002864,P002864-CV3,임시거주비,화재재산,500000000,Y,N
P002864,P002864-RD1,치과보강특약,특약보강,5000000,N,Y
P002865,P002865-CV1,입원의료비,실손의료,500000000,Y,N
P002865,P002865-CV2,통원의료비,실손의료,500000000,Y,N
P002865,P002865-CV3,급여의료비,실손의료,30000000,N,Y
P002866,P002866-CV1,어린이암진단비,자녀상해질병,200000000,N,N
P002866,P002866-CV2,배상책임,자녀상해질병,500000000,N,N
P002866,P002866-CV3,입원일당,자녀상해질병,200000000,N,Y
P002866,P002866-RD1,치과보강특약,특약보강,10000000,N,Y
P002867,P002867-CV1,뇌출혈진단,사망보장,10000000,N,N
P002867,P002867-CV2,재해사망,사망보장,100000000,N,N
P002867,P002867-CV3,일반사망,사망보장,30000000,N,N
P002867,P002867-RD1,입원일당확장,특약보강,20000000,N,Y
P002867,P002867-RD2,입원일당확장,특약보강,5000000,N,Y
P002868,P002868-CV1,무보험차상해,자차손해,10000000,N,N
P002868,P002868-CV2,자기신체사고,자차손해,30000000,Y,N
P002868,P002868-CV3,대인배상,자동차배상,10000000,N,Y
P002868,P002868-RD1,암진단가산,특약보강,5000000,N,Y
P002869,P002869-CV1,비급여의료비,실손의료,50000000,N,N
P002869,P002869-CV2,상급병실차액,실손의료,200000000,Y,N
P002869,P002869-CV3,입원의료비,실손의료,50000000,Y,N
P002869,P002869-RD1,치과보강특약,특약보강,10000000,N,Y
P002869,P002869-RD2,치과보강특약,특약보강,5000000,N,Y
P002870,P002870-CV1,최저보증이율,노후연금,200000000,Y,N
P002870,P002870-CV2,의료간병자금,노후연금,500000000,Y,N
P002870,P002870-CV3,조기해지환급금,노후연금,500000000,N,N
P002870,P002870-RD1,치과보강특약,특약보강,10000000,N,Y
P002871,P002871-CV1,연금개시,노후연금,500000000,Y,N
P002871,P002871-CV2,조기해지환급금,노후연금,200000000,N,N
P002871,P002871-CV3,의료간병자금,노후연금,100000000,Y,Y
P002871,P002871-RD1,입원일당확장,특약보강,10000000,N,Y
P002872,P002872-CV1,항공기납치,여행자보장,100000000,N,N
P002872,P002872-CV2,여행지연,여행자보장,10000000,N,N
P002872,P002872-CV3,휴대품손해,여행자보장,100000000,N,N
P002872,P002872-RD1,해외의료확장,특약보강,10000000,N,Y
P002873,P002873-CV1,상급병실차액,실손의료,10000000,N,N
P002873,P002873-CV2,입원의료비,실손의료,500000000,N,N
P002873,P002873-CV3,통원의료비,실손의료,100000000,N,N
P002873,P002873-RD1,입원일당확장,특약보강,5000000,N,Y
P002873,P002873-RD2,암진단가산,특약보강,20000000,N,Y
P002874,P002874-CV1,통원치료비,자녀상해질병,30000000,N,N
P002874,P002874-CV2,어린이암진단비,자녀상해질병,30000000,Y,N
P002874,P002874-CV3,배상책임,자녀상해질병,30000000,Y,Y
P002874,P002874-RD1,해외의료확장,특약보강,10000000,N,Y
P002874,P002874-RD2,암진단가산,특약보강,20000000,N,Y
P002875,P002875-CV1,대인배상,자동차배상,200000000,N,N
P002875,P002875-CV2,자기차량손해,자차손해,500000000,N,N
P002875,P002875-CV3,대물배상,자동차배상,10000000,N,N
P002876,P002876-CV1,비급여의료비,실손의료,50000000,Y,N
P002876,P002876-CV2,입원의료비,실손의료,500000000,N,N
P002876,P002876-CV3,통원의료비,실손의료,50000000,Y,Y
P002876,P002876-RD1,암진단가산,특약보강,20000000,N,Y
P002877,P002877-CV1,재해사망,사망보장,50000000,N,N
P002877,P002877-CV2,고도후유장해,사망보장,500000000,N,N
P002877,P002877-CV3,일반사망,사망보장,50000000,N,Y
P002877,P002877-RD1,암진단가산,특약보강,20000000,N,Y
P002878,P002878-CV1,통원치료비,자녀상해질병,50000000,Y,N
P002878,P002878-CV2,어린이암진단비,자녀상해질병,50000000,Y,N
P002878,P002878-CV3,골절진단비,자녀상해질병,100000000,Y,Y
P002878,P002878-RD1,입원일당확장,특약보강,5000000,N,Y
P002879,P002879-CV1,입원의료비,실손의료,100000000,Y,N
P002879,P002879-CV2,비급여의료비,실손의료,10000000,N,N
P002879,P002879-CV3,통원의료비,실손의료,500000000,N,N
P002880,P002880-CV1,일반사망,사망보장,10000000,N,N
P002880,P002880-CV2,암진단자금,사망보장,30000000,N,N
P002880,P002880-CV3,재해사망,사망보장,10000000,N,N
P002880,P002880-RD1,암진단가산,특약보강,5000000,N,Y
P002880,P002880-RD2,암진단가산,특약보강,5000000,N,Y
P002881,P002881-CV1,의료간병자금,노후연금,50000000,N,N
P002881,P002881-CV2,최저보증이율,노후연금,30000000,N,N
P002881,P002881-CV3,연금개시,노후연금,100000000,Y,N
P002881,P002881-RD1,해외의료확장,특약보강,5000000,N,Y
P002881,P002881-RD2,운전자벌금,특약보강,20000000,N,Y
P002882,P002882-CV1,대물배상,화재재산,500000000,N,N
P002882,P002882-CV2,가재도구,화재재산,10000000,Y,N
P002882,P002882-CV3,건물화재,화재재산,200000000,Y,Y
P002882,P002882-RD1,해외의료확장,특약보강,5000000,N,Y
P002882,P002882-RD2,해외의료확장,특약보강,5000000,N,Y
P002883,P002883-CV1,입원의료비,실손의료,100000000,N,N
P002883,P002883-CV2,통원의료비,실손의료,30000000,N,N
P002883,P002883-CV3,비급여의료비,실손의료,100000000,N,N
P002883,P002883-RD1,암진단가산,특약보강,20000000,N,Y
P002884,P002884-CV1,배상책임,여행자보장,10000000,N,N
P002884,P002884-CV2,휴대품손해,여행자보장,500000000,N,N
P002884,P002884-CV3,항공기납치,여행자보장,10000000,N,Y
P002884,P002884-RD1,암진단가산,특약보강,5000000,N,Y
P002885,P002885-CV1,상급병실차액,실손의료,50000000,Y,N
P002885,P002885-CV2,통원의료비,실손의료,200000000,N,N
P002885,P002885-CV3,급여의료비,실손의료,50000000,N,N
P002885,P002885-RD1,암진단가산,특약보강,20000000,N,Y
P002886,P002886-CV1,임시거주비,화재재산,200000000,Y,N
P002886,P002886-CV2,도난손해,화재재산,30000000,N,N
P002886,P002886-CV3,대물배상,화재재산,100000000,N,N
P002886,P002886-RD1,해외의료확장,특약보강,10000000,N,Y
P002886,P002886-RD2,암진단가산,특약보강,10000000,N,Y
P002887,P002887-CV1,입원의료비,실손의료,200000000,N,N
P002887,P002887-CV2,상급병실차액,실손의료,100000000,N,N
P002887,P002887-CV3,비급여의료비,실손의료,30000000,N,N
P002888,P002888-CV1,건물화재,화재재산,500000000,N,N
P002888,P002888-CV2,임시거주비,화재재산,50000000,Y,N
P002888,P002888-CV3,대물배상,화재재산,100000000,N,N
P002889,P002889-CV1,어린이암진단비,자녀상해질병,50000000,N,N
P002889,P002889-CV2,골절진단비,자녀상해질병,500000000,N,N
P002889,P002889-CV3,배상책임,자녀상해질병,30000000,Y,N
P002889,P002889-RD1,암진단가산,특약보강,20000000,N,Y
P002890,P002890-CV1,조기해지환급금,노후연금,10000000,Y,N
P002890,P002890-CV2,의료간병자금,노후연금,100000000,Y,N
P002890,P002890-CV3,노후소득보장,노후연금,50000000,Y,Y
P002890,P002890-RD1,운전자벌금,특약보강,20000000,N,Y
P002891,P002891-CV1,배상책임,여행자보장,500000000,Y,N
P002891,P002891-CV2,휴대품손해,여행자보장,10000000,N,N
P002891,P002891-CV3,항공기납치,여행자보장,200000000,N,N
P002892,P002892-CV1,재해사망,사망보장,10000000,Y,N
P002892,P002892-CV2,일반사망,사망보장,500000000,N,N
P002892,P002892-CV3,암진단자금,사망보장,200000000,N,Y
P002893,P002893-CV1,대물배상,자동차배상,100000000,N,N
P002893,P002893-CV2,자기신체사고,자차손해,30000000,N,N
P002893,P002893-CV3,자기차량손해,자차손해,500000000,N,N
P002893,P002893-RD1,운전자벌금,특약보강,5000000,N,Y
P002894,P002894-CV1,건물화재,화재재산,30000000,N,N
P002894,P002894-CV2,도난손해,화재재산,200000000,Y,N
P002894,P002894-CV3,임시거주비,화재재산,100000000,Y,Y
P002894,P002894-RD1,치과보강특약,특약보강,20000000,N,Y
P002894,P002894-RD2,입원일당확장,특약보강,20000000,N,Y
P002895,P002895-CV1,배상책임,자녀상해질병,100000000,Y,N
P002895,P002895-CV2,통원치료비,자녀상해질병,100000000,N,N
P002895,P002895-CV3,입원일당,자녀상해질병,100000000,N,N
P002896,P002896-CV1,재해사망,사망보장,50000000,N,N
P002896,P002896-CV2,고도후유장해,사망보장,30000000,N,N
P002896,P002896-CV3,뇌출혈진단,사망보장,30000000,N,Y
P002897,P002897-CV1,자기차량손해,자차손해,10000000,Y,N
P002897,P002897-CV2,자기신체사고,자차손해,200000000,N,N
P002897,P002897-CV3,대인배상,자동차배상,500000000,N,N
P002897,P002897-RD1,치과보강특약,특약보강,5000000,N,Y
P002898,P002898-CV1,연금개시,노후연금,10000000,Y,N
P002898,P002898-CV2,조기해지환급금,노후연금,200000000,N,N
P002898,P002898-CV3,의료간병자금,노후연금,100000000,N,N
P002898,P002898-RD1,해외의료확장,특약보강,20000000,N,Y
P002899,P002899-CV1,대물배상,화재재산,50000000,N,N
P002899,P002899-CV2,건물화재,화재재산,30000000,N,N
P002899,P002899-CV3,가재도구,화재재산,30000000,Y,N
P002899,P002899-RD1,치과보강특약,특약보강,5000000,N,Y
P002900,P002900-CV1,재해사망,사망보장,200000000,Y,N
P002900,P002900-CV2,암진단자금,사망보장,500000000,N,N
P002900,P002900-CV3,뇌출혈진단,사망보장,50000000,N,N
P002900,P002900-RD1,운전자벌금,특약보강,5000000,N,Y
P002900,P002900-RD2,해외의료확장,특약보강,10000000,N,Y
P002901,P002901-CV1,입원의료비,실손의료,30000000,Y,N
P002901,P002901-CV2,상급병실차액,실손의료,30000000,N,N
P002901,P002901-CV3,비급여의료비,실손의료,50000000,N,Y
P002901,P002901-RD1,암진단가산,특약보강,20000000,N,Y
P002902,P002902-CV1,암진단자금,사망보장,500000000,N,N
P002902,P002902-CV2,고도후유장해,사망보장,30000000,N,N
P002902,P002902-CV3,재해사망,사망보장,200000000,N,N
P002903,P002903-CV1,항공기납치,여행자보장,500000000,N,N
P002903,P002903-CV2,휴대품손해,여행자보장,10000000,Y,N
P002903,P002903-CV3,여행지연,여행자보장,50000000,Y,Y
P002903,P002903-RD1,운전자벌금,특약보강,5000000,N,Y
P002903,P002903-RD2,해외의료확장,특약보강,20000000,N,Y
P002904,P002904-CV1,의료간병자금,노후연금,30000000,N,N
P002904,P002904-CV2,최저보증이율,노후연금,10000000,N,N
P002904,P002904-CV3,연금개시,노후연금,100000000,Y,N
P002904,P002904-RD1,입원일당확장,특약보강,5000000,N,Y
P002904,P002904-RD2,치과보강특약,특약보강,10000000,N,Y
P002905,P002905-CV1,건물화재,화재재산,100000000,N,N
P002905,P002905-CV2,도난손해,화재재산,50000000,N,N
P002905,P002905-CV3,임시거주비,화재재산,200000000,Y,Y
P002906,P002906-CV1,뇌출혈진단,사망보장,100000000,Y,N
P002906,P002906-CV2,재해사망,사망보장,500000000,Y,N
P002906,P002906-CV3,고도후유장해,사망보장,100000000,N,Y
P002906,P002906-RD1,치과보강특약,특약보강,5000000,N,Y
P002906,P002906-RD2,운전자벌금,특약보강,20000000,N,Y
P002907,P002907-CV1,건물화재,화재재산,30000000,N,N
P002907,P002907-CV2,임시거주비,화재재산,50000000,Y,N
P002907,P002907-CV3,가재도구,화재재산,10000000,Y,N
P002908,P002908-CV1,의료간병자금,노후연금,500000000,Y,N
P002908,P002908-CV2,노후소득보장,노후연금,500000000,N,N
P002908,P002908-CV3,조기해지환급금,노후연금,30000000,N,Y
P002908,P002908-RD1,해외의료확장,특약보강,20000000,N,Y
P002908,P002908-RD2,치과보강특약,특약보강,5000000,N,Y
P002909,P002909-CV1,배상책임,여행자보장,500000000,N,N
P002909,P002909-CV2,해외의료비,여행자보장,10000000,N,N
P002909,P002909-CV3,항공기납치,여행자보장,30000000,Y,Y
P002909,P002909-RD1,운전자벌금,특약보강,10000000,N,Y
P002909,P002909-RD2,해외의료확장,특약보강,5000000,N,Y
P002910,P002910-CV1,어린이암진단비,자녀상해질병,10000000,N,N
P002910,P002910-CV2,배상책임,자녀상해질병,100000000,N,N
P002910,P002910-CV3,골절진단비,자녀상해질병,10000000,N,Y
P002910,P002910-RD1,운전자벌금,특약보강,5000000,N,Y
P002910,P002910-RD2,입원일당확장,특약보강,10000000,N,Y
P002911,P002911-CV1,조기해지환급금,노후연금,500000000,Y,N
P002911,P002911-CV2,최저보증이율,노후연금,10000000,Y,N
P002911,P002911-CV3,노후소득보장,노후연금,10000000,N,N
P002911,P002911-RD1,치과보강특약,특약보강,10000000,N,Y
P002911,P002911-RD2,운전자벌금,특약보강,5000000,N,Y
P002912,P002912-CV1,임시거주비,화재재산,50000000,Y,N
P002912,P002912-CV2,건물화재,화재재산,200000000,N,N
P002912,P002912-CV3,가재도구,화재재산,50000000,N,N
P002912,P002912-RD1,치과보강특약,특약보강,5000000,N,Y
P002912,P002912-RD2,해외의료확장,특약보강,20000000,N,Y
P002913,P002913-CV1,임시거주비,화재재산,100000000,N,N
P002913,P002913-CV2,대물배상,화재재산,500000000,N,N
P002913,P002913-CV3,건물화재,화재재산,10000000,N,Y
P002913,P002913-RD1,치과보강특약,특약보강,20000000,N,Y
P002914,P002914-CV1,뇌출혈진단,사망보장,100000000,N,N
P002914,P002914-CV2,고도후유장해,사망보장,500000000,N,N
P002914,P002914-CV3,일반사망,사망보장,30000000,N,N
P002915,P002915-CV1,대인배상,자동차배상,100000000,N,N
P002915,P002915-CV2,대물배상,자동차배상,30000000,N,N
P002915,P002915-CV3,무보험차상해,자차손해,30000000,N,Y
P002915,P002915-RD1,암진단가산,특약보강,10000000,N,Y
P002915,P002915-RD2,운전자벌금,특약보강,10000000,N,Y
P002916,P002916-CV1,배상책임,자녀상해질병,50000000,N,N
P002916,P002916-CV2,골절진단비,자녀상해질병,30000000,N,N
P002916,P002916-CV3,통원치료비,자녀상해질병,50000000,N,N
P002916,P002916-RD1,입원일당확장,특약보강,20000000,N,Y
P002917,P002917-CV1,배상책임,여행자보장,100000000,N,N
P002917,P002917-CV2,휴대품손해,여행자보장,50000000,Y,N
P002917,P002917-CV3,항공기납치,여행자보장,100000000,N,Y
P002917,P002917-RD1,암진단가산,특약보강,20000000,N,Y
P002918,P002918-CV1,노후소득보장,노후연금,10000000,N,N
P002918,P002918-CV2,의료간병자금,노후연금,100000000,Y,N
P002918,P002918-CV3,조기해지환급금,노후연금,500000000,Y,N
P002919,P002919-CV1,가재도구,화재재산,30000000,Y,N
P002919,P002919-CV2,임시거주비,화재재산,50000000,N,N
P002919,P002919-CV3,대물배상,화재재산,30000000,N,N
P002919,P002919-RD1,치과보강특약,특약보강,5000000,N,Y
P002920,P002920-CV1,자기신체사고,자차손해,200000000,Y,N
P002920,P002920-CV2,자기차량손해,자차손해,100000000,N,N
P002920,P002920-CV3,무보험차상해,자차손해,200000000,Y,Y
P002920,P002920-RD1,치과보강특약,특약보강,10000000,N,Y
P002921,P002921-CV1,통원치료비,자녀상해질병,50000000,N,N
P002921,P002921-CV2,어린이암진단비,자녀상해질병,500000000,N,N
P002921,P002921-CV3,입원일당,자녀상해질병,200000000,N,Y
P002921,P002921-RD1,입원일당확장,특약보강,10000000,N,Y
P002922,P002922-CV1,자기신체사고,자차손해,200000000,N,N
P002922,P002922-CV2,자기차량손해,자차손해,100000000,Y,N
P002922,P002922-CV3,대인배상,자동차배상,50000000,N,Y
P002922,P002922-RD1,해외의료확장,특약보강,20000000,N,Y
P002923,P002923-CV1,가재도구,화재재산,30000000,N,N
P002923,P002923-CV2,임시거주비,화재재산,10000000,Y,N
P002923,P002923-CV3,대물배상,화재재산,200000000,N,N
P002923,P002923-RD1,해외의료확장,특약보강,5000000,N,Y
P002923,P002923-RD2,암진단가산,특약보강,5000000,N,Y
P002924,P002924-CV1,상급병실차액,실손의료,500000000,N,N
P002924,P002924-CV2,입원의료비,실손의료,200000000,N,N
P002924,P002924-CV3,통원의료비,실손의료,100000000,Y,N
P002925,P002925-CV1,골절진단비,자녀상해질병,50000000,N,N
P002925,P002925-CV2,입원일당,자녀상해질병,500000000,Y,N
P002925,P002925-CV3,통원치료비,자녀상해질병,200000000,N,N
P002925,P002925-RD1,운전자벌금,특약보강,5000000,N,Y
P002925,P002925-RD2,해외의료확장,특약보강,5000000,N,Y
P002926,P002926-CV1,노후소득보장,노후연금,100000000,N,N
P002926,P002926-CV2,최저보증이율,노후연금,30000000,N,N
P002926,P002926-CV3,의료간병자금,노후연금,500000000,Y,Y
P002926,P002926-RD1,치과보강특약,특약보강,20000000,N,Y
P002927,P002927-CV1,항공기납치,여행자보장,30000000,N,N
P002927,P002927-CV2,휴대품손해,여행자보장,500000000,Y,N
P002927,P002927-CV3,여행지연,여행자보장,100000000,Y,Y
P002927,P002927-RD1,치과보강특약,특약보강,10000000,N,Y
P002928,P002928-CV1,일반사망,사망보장,500000000,Y,N
P002928,P002928-CV2,뇌출혈진단,사망보장,100000000,N,N
P002928,P002928-CV3,재해사망,사망보장,100000000,Y,N
P002928,P002928-RD1,운전자벌금,특약보강,10000000,N,Y
P002929,P002929-CV1,입원의료비,실손의료,500000000,N,N
P002929,P002929-CV2,상급병실차액,실손의료,200000000,Y,N
P002929,P002929-CV3,통원의료비,실손의료,10000000,N,N
P002930,P002930-CV1,급여의료비,실손의료,500000000,Y,N
P002930,P002930-CV2,통원의료비,실손의료,200000000,N,N
P002930,P002930-CV3,입원의료비,실손의료,200000000,N,N
P002931,P002931-CV1,무보험차상해,자차손해,500000000,N,N
P002931,P002931-CV2,자기신체사고,자차손해,30000000,N,N
P002931,P002931-CV3,대인배상,자동차배상,200000000,N,N
P002931,P002931-RD1,운전자벌금,특약보강,5000000,N,Y
P002931,P002931-RD2,암진단가산,특약보강,5000000,N,Y
P002932,P002932-CV1,건물화재,화재재산,10000000,N,N
P002932,P002932-CV2,가재도구,화재재산,10000000,N,N
P002932,P002932-CV3,도난손해,화재재산,500000000,Y,N
P002933,P002933-CV1,최저보증이율,노후연금,10000000,N,N
P002933,P002933-CV2,의료간병자금,노후연금,30000000,Y,N
P002933,P002933-CV3,조기해지환급금,노후연금,100000000,N,Y
P002934,P002934-CV1,해외의료비,여행자보장,50000000,N,N
P002934,P002934-CV2,여행지연,여행자보장,100000000,N,N
P002934,P002934-CV3,항공기납치,여행자보장,500000000,N,Y
P002934,P002934-RD1,치과보강특약,특약보강,20000000,N,Y
P002935,P002935-CV1,항공기납치,여행자보장,200000000,Y,N
P002935,P002935-CV2,휴대품손해,여행자보장,500000000,N,N
P002935,P002935-CV3,여행지연,여행자보장,200000000,N,N
P002936,P002936-CV1,배상책임,자녀상해질병,100000000,Y,N
P002936,P002936-CV2,통원치료비,자녀상해질병,50000000,Y,N
P002936,P002936-CV3,입원일당,자녀상해질병,10000000,N,N
P002936,P002936-RD1,치과보강특약,특약보강,5000000,N,Y
P002937,P002937-CV1,자기신체사고,자차손해,200000000,Y,N
P002937,P002937-CV2,무보험차상해,자차손해,50000000,N,N
P002937,P002937-CV3,자기차량손해,자차손해,30000000,Y,N
P002937,P002937-RD1,해외의료확장,특약보강,20000000,N,Y
P002938,P002938-CV1,암진단자금,사망보장,30000000,N,N
P002938,P002938-CV2,재해사망,사망보장,50000000,N,N
P002938,P002938-CV3,고도후유장해,사망보장,30000000,N,Y
P002938,P002938-RD1,암진단가산,특약보강,5000000,N,Y
P002939,P002939-CV1,가재도구,화재재산,30000000,Y,N
P002939,P002939-CV2,임시거주비,화재재산,50000000,Y,N
P002939,P002939-CV3,도난손해,화재재산,100000000,N,Y
P002940,P002940-CV1,무보험차상해,자차손해,500000000,N,N
P002940,P002940-CV2,대물배상,자동차배상,10000000,N,N
P002940,P002940-CV3,자기신체사고,자차손해,500000000,N,Y
P002941,P002941-CV1,의료간병자금,노후연금,10000000,Y,N
P002941,P002941-CV2,연금개시,노후연금,50000000,N,N
P002941,P002941-CV3,노후소득보장,노후연금,50000000,Y,Y
P002941,P002941-RD1,운전자벌금,특약보강,20000000,N,Y
P002941,P002941-RD2,암진단가산,특약보강,10000000,N,Y
P002942,P002942-CV1,해외의료비,여행자보장,30000000,N,N
P002942,P002942-CV2,항공기납치,여행자보장,500000000,N,N
P002942,P002942-CV3,여행지연,여행자보장,10000000,N,Y
P002942,P002942-RD1,입원일당확장,특약보강,10000000,N,Y
P002943,P002943-CV1,가재도구,화재재산,200000000,N,N
P002943,P002943-CV2,도난손해,화재재산,10000000,N,N
P002943,P002943-CV3,건물화재,화재재산,30000000,Y,N
P002943,P002943-RD1,운전자벌금,특약보강,20000000,N,Y
P002943,P002943-RD2,암진단가산,특약보강,10000000,N,Y
P002944,P002944-CV1,급여의료비,실손의료,500000000,Y,N
P002944,P002944-CV2,비급여의료비,실손의료,50000000,Y,N
P002944,P002944-CV3,상급병실차액,실손의료,30000000,N,Y
P002944,P002944-RD1,운전자벌금,특약보강,20000000,N,Y
P002944,P002944-RD2,치과보강특약,특약보강,10000000,N,Y
P002945,P002945-CV1,여행지연,여행자보장,10000000,Y,N
P002945,P002945-CV2,항공기납치,여행자보장,100000000,N,N
P002945,P002945-CV3,해외의료비,여행자보장,50000000,N,Y
